Orthogroup	Dalotia_update.aa	Alustrica.aa
OG0005243	Dcor_evm.model.hic_scaffold_1_pilon.421	Alus_evm.model.scaffold11240.9
OG0005244	Dcor_evm.model.hic_scaffold_1_pilon.76, Dcor_evm.model.hic_scaffold_4_pilon.1385, Dcor_evm.model.hic_scaffold_1_pilon.77	Alus_evm.model.scaffold02451.6
OG0005245	Dcor_evm.model.hic_scaffold_1_pilon.418	Alus_evm.model.scaffold11240.12
OG0005246	Dcor_evm.model.hic_scaffold_1_pilon.792	Alus_evm.model.scaffold04351.6
OG0005247	Dcor_evm.model.hic_scaffold_10_pilon.1260	Alus_evm.model.scaffold04180.7, Alus_evm.model.scaffold06200.1
OG0005248	Dcor_evm.model.hic_scaffold_10_pilon.849	Alus_evm.model.scaffold04180.8
OG0005249	Dcor_evm.model.hic_scaffold_16_pilon.75, Dcor_evm.model.hic_scaffold_6_pilon.757	Alus_evm.model.scaffold16112.2
OG0005251	Dcor_evm.model.hic_scaffold_15_pilon.103, Dcor_evm.model.hic_scaffold_7_pilon.646	Alus_evm.model.scaffold00403.1
OG0005252	Dcor_evm.model.hic_scaffold_7_pilon.137	Alus_evm.model.scaffold03465.2
OG0005253	Dcor_evm.model.hic_scaffold_15_pilon.88, Dcor_evm.model.hic_scaffold_7_pilon.662	Alus_evm.model.scaffold17218.1
OG0005254	Dcor_evm.model.hic_scaffold_3_pilon.660	Alus_evm.model.scaffold13073.5
OG0005255	Dcor_evm.model.hic_scaffold_9_pilon.21	Alus_evm.model.scaffold00807.1, Alus_evm.model.scaffold06722.2
OG0005256	Dcor_evm.model.hic_scaffold_10_pilon.629	Alus_evm.model.scaffold03657.1
OG0005257	Dcor_evm.model.hic_scaffold_9_pilon.717	Alus_evm.model.scaffold18372.2
OG0005258	Dcor_evm.model.hic_scaffold_10_pilon.490	Alus_evm.model.scaffold00733.16
OG0005259	Dcor_evm.model.hic_scaffold_7_pilon.734	Alus_evm.model.scaffold12340.1, Alus_evm.model.scaffold03666.1
OG0005260	Dcor_evm.model.hic_scaffold_3_pilon.78	Alus_evm.model.scaffold17876.12
OG0005261	Dcor_evm.model.hic_scaffold_2_pilon.581	Alus_evm.model.scaffold17710.12
OG0005262	Dcor_evm.model.hic_scaffold_9_pilon.891	Alus_evm.model.scaffold13983.7
OG0005263	Dcor_evm.model.hic_scaffold_9_pilon.308	Alus_evm.model.scaffold01938.2
OG0005264	Dcor_evm.model.hic_scaffold_10_pilon.1009	Alus_evm.model.scaffold11748.6
OG0005265	Dcor_evm.model.hic_scaffold_10_pilon.1296, Dcor_evm.model.hic_scaffold_10_pilon.1295	Alus_evm.model.scaffold17632.2
OG0005266	Dcor_evm.model.hic_scaffold_8_pilon.776	Alus_evm.model.scaffold00290.3
OG0005267	Dcor_evm.model.hic_scaffold_4_pilon.1052	Alus_evm.model.scaffold00653.1
OG0005268	Dcor_evm.model.hic_scaffold_4_pilon.1102, Dcor_evm.model.hic_scaffold_5_pilon.1476	Alus_evm.model.scaffold16957.4
OG0005269	Dcor_evm.model.hic_scaffold_3_pilon.1098	Alus_evm.model.scaffold05527.2
OG0005270	Dcor_evm.model.hic_scaffold_8_pilon.858	Alus_evm.model.scaffold13709.6
OG0005271	Dcor_evm.model.hic_scaffold_4_pilon.684	Alus_evm.model.scaffold11740.9
OG0005272	Dcor_evm.model.hic_scaffold_25_pilon.28	Alus_evm.model.scaffold11245.10
OG0005273	Dcor_evm.model.hic_scaffold_7_pilon.403	Alus_evm.model.scaffold05313.2
OG0005274	Dcor_evm.model.hic_scaffold_1_pilon.826	Alus_evm.model.scaffold17826.3
OG0005275	Dcor_evm.model.hic_scaffold_1_pilon.360	Alus_evm.model.scaffold02362.4
OG0005276	Dcor_evm.model.hic_scaffold_1_pilon.590	Alus_evm.model.scaffold01753.4
OG0005277	Dcor_evm.model.hic_scaffold_8_pilon.789	Alus_evm.model.scaffold10203.2
OG0005278	Dcor_evm.model.hic_scaffold_7_pilon.1091	Alus_evm.model.scaffold07867.2
OG0005279	Dcor_evm.model.hic_scaffold_31_pilon.18, Dcor_evm.model.hic_scaffold_23_pilon.23, Dcor_evm.model.hic_scaffold_46_pilon.3	Alus_evm.model.scaffold06640.2
OG0005280	Dcor_evm.model.hic_scaffold_8_pilon.549	Alus_evm.model.scaffold07083.3
OG0005281	Dcor_evm.model.hic_scaffold_8_pilon.540	Alus_evm.model.scaffold11469.1
OG0005282	Dcor_evm.model.hic_scaffold_6_pilon.554	Alus_evm.model.scaffold05144.6
OG0005283	Dcor_evm.model.hic_scaffold_6_pilon.1381	Alus_evm.model.scaffold18403.2
OG0005284	Dcor_evm.model.hic_scaffold_7_pilon.1400	Alus_evm.model.scaffold14215.3
OG0005285	Dcor_evm.model.hic_scaffold_1_pilon.346	Alus_evm.model.scaffold12143.23
OG0005286	Dcor_evm.model.hic_scaffold_5_pilon.540	Alus_evm.model.scaffold15314.3
OG0005287	Dcor_evm.model.hic_scaffold_8_pilon.66	Alus_evm.model.scaffold09175.6
OG0005288	Dcor_evm.model.hic_scaffold_8_pilon.67	Alus_evm.model.scaffold09175.7
OG0005289	Dcor_evm.model.hic_scaffold_10_pilon.1108	Alus_evm.model.scaffold13108.2
OG0005290	Dcor_evm.model.hic_scaffold_6_pilon.1032	Alus_evm.model.scaffold07732.16
OG0005291	Dcor_evm.model.hic_scaffold_3_pilon.875	Alus_evm.model.scaffold07644.1
OG0005292	Dcor_evm.model.hic_scaffold_6_pilon.1535	Alus_evm.model.scaffold15209.4
OG0005293	Dcor_evm.model.hic_scaffold_3_pilon.575	Alus_evm.model.scaffold10835.9
OG0005294	Dcor_evm.model.hic_scaffold_5_pilon.1111	Alus_evm.model.scaffold03190.20
OG0005295	Dcor_evm.model.hic_scaffold_4_pilon.1335, Dcor_evm.model.hic_scaffold_4_pilon.1184	Alus_evm.model.scaffold11610.3
OG0005296	Dcor_evm.model.hic_scaffold_64_pilon.8	Alus_evm.model.scaffold15173.2
OG0005297	Dcor_evm.model.hic_scaffold_6_pilon.1204	Alus_evm.model.scaffold04164.5
OG0005298	Dcor_evm.model.hic_scaffold_4_pilon.314	Alus_evm.model.scaffold01512.21
OG0005299	Dcor_evm.model.hic_scaffold_4_pilon.269, Dcor_evm.model.hic_scaffold_4_pilon.46	Alus_evm.model.scaffold07779.3
OG0005300	Dcor_evm.model.hic_scaffold_10_pilon.141, Dcor_evm.model.hic_scaffold_10_pilon.143	Alus_evm.model.scaffold17632.5
OG0005301	Dcor_evm.model.hic_scaffold_7_pilon.100	Alus_evm.model.scaffold04101.8
OG0005302	Dcor_evm.model.hic_scaffold_8_pilon.339	Alus_evm.model.scaffold06020.1
OG0005303	Dcor_evm.model.hic_scaffold_6_pilon.433	Alus_evm.model.scaffold06262.4
OG0005304	Dcor_evm.model.hic_scaffold_6_pilon.1560	Alus_evm.model.scaffold05999.4
OG0005305	Dcor_evm.model.hic_scaffold_3_pilon.682	Alus_evm.model.scaffold07735.9
OG0005306	Dcor_evm.model.hic_scaffold_3_pilon.556, Dcor_evm.model.scaffold3988_size1250.1	Alus_evm.model.scaffold06560.1
OG0005307	Dcor_evm.model.hic_scaffold_10_pilon.1273	Alus_evm.model.scaffold04627.6
OG0005308	Dcor_evm.model.hic_scaffold_1_pilon.339	Alus_evm.model.scaffold06347.47
OG0005310	Dcor_evm.model.hic_scaffold_7_pilon.829	Alus_evm.model.scaffold09675.6
OG0005311	Dcor_evm.model.hic_scaffold_1_pilon.837	Alus_evm.model.scaffold11633.9
OG0005312	Dcor_evm.model.hic_scaffold_4_pilon.1067	Alus_evm.model.scaffold05037.4
OG0005313	Dcor_evm.model.hic_scaffold_7_pilon.319, Dcor_evm.model.hic_scaffold_7_pilon.320	Alus_evm.model.scaffold11248.8
OG0005314	Dcor_evm.model.hic_scaffold_10_pilon.559	Alus_evm.model.scaffold02192.2
OG0005315	Dcor_evm.model.hic_scaffold_4_pilon.1136	Alus_evm.model.scaffold06315.7
OG0005316	Dcor_evm.model.hic_scaffold_8_pilon.314	Alus_evm.model.scaffold14921.10
OG0005317	Dcor_evm.model.hic_scaffold_5_pilon.1197	Alus_evm.model.scaffold11350.1
OG0005318	Dcor_evm.model.hic_scaffold_10_pilon.1147	Alus_evm.model.scaffold05079.2
OG0005319	Dcor_evm.model.hic_scaffold_8_pilon.859	Alus_evm.model.scaffold14275.1
OG0005320	Dcor_evm.model.hic_scaffold_8_pilon.972, Dcor_evm.model.hic_scaffold_8_pilon.621	Alus_evm.model.scaffold13642.2
OG0005321	Dcor_evm.model.hic_scaffold_6_pilon.858	Alus_evm.model.scaffold11550.3
OG0005322	Dcor_evm.model.hic_scaffold_6_pilon.1188	Alus_evm.model.scaffold04967.5
OG0005323	Dcor_evm.model.hic_scaffold_4_pilon.161	Alus_evm.model.scaffold05772.11
OG0005324	Dcor_evm.model.hic_scaffold_9_pilon.1249	Alus_evm.model.scaffold03400.21
OG0005326	Dcor_evm.model.hic_scaffold_1_pilon.357	Alus_evm.model.scaffold12111.2
OG0005327	Dcor_evm.model.hic_scaffold_5_pilon.1281	Alus_evm.model.scaffold10594.3, Alus_evm.model.scaffold09090.1
OG0005328	Dcor_evm.model.hic_scaffold_6_pilon.26	Alus_evm.model.scaffold11053.12
OG0005329	Dcor_evm.model.hic_scaffold_5_pilon.800	Alus_evm.model.scaffold01319.2
OG0005331	Dcor_evm.model.hic_scaffold_10_pilon.249	Alus_evm.model.scaffold15860.3
OG0005332	Dcor_evm.model.hic_scaffold_7_pilon.922	Alus_evm.model.scaffold08587.1
OG0005333	Dcor_evm.model.hic_scaffold_16_pilon.234, Dcor_evm.model.hic_scaffold_6_pilon.453	Alus_evm.model.scaffold03773.2
OG0005334	Dcor_evm.model.hic_scaffold_6_pilon.322	Alus_evm.model.scaffold01656.7
OG0005335	Dcor_evm.model.hic_scaffold_6_pilon.913	Alus_evm.model.scaffold01801.2
OG0005336	Dcor_evm.model.hic_scaffold_10_pilon.435	Alus_evm.model.scaffold17428.8
OG0005337	Dcor_evm.model.hic_scaffold_9_pilon.1745	Alus_evm.model.scaffold17982.1
OG0005338	Dcor_evm.model.hic_scaffold_8_pilon.189	Alus_evm.model.scaffold15030.10
OG0005339	Dcor_evm.model.hic_scaffold_1_pilon.254	Alus_evm.model.scaffold17524.13
OG0005340	Dcor_evm.model.hic_scaffold_7_pilon.58	Alus_evm.model.scaffold08446.7
OG0005341	Dcor_evm.model.hic_scaffold_7_pilon.175	Alus_evm.model.scaffold16718.8
OG0005342	Dcor_evm.model.hic_scaffold_9_pilon.77	Alus_evm.model.scaffold10130.9
OG0005343	Dcor_evm.model.hic_scaffold_7_pilon.1446	Alus_evm.model.scaffold04522.5
OG0005344	Dcor_evm.model.hic_scaffold_1_pilon.398	Alus_evm.model.scaffold05315.19
OG0005345	Dcor_evm.model.hic_scaffold_5_pilon.485	Alus_evm.model.scaffold03609.10
OG0005346	Dcor_evm.model.hic_scaffold_2_pilon.508	Alus_evm.model.scaffold17993.1
OG0005347	Dcor_evm.model.hic_scaffold_8_pilon.872	Alus_evm.model.scaffold09415.17
OG0005348	Dcor_evm.model.hic_scaffold_7_pilon.1418	Alus_evm.model.scaffold00057.3
OG0005349	Dcor_evm.model.hic_scaffold_7_pilon.754	Alus_evm.model.scaffold17718.10
OG0005351	Dcor_evm.model.hic_scaffold_3_pilon.1154	Alus_evm.model.scaffold13894.11
OG0005352	Dcor_evm.model.hic_scaffold_3_pilon.490	Alus_evm.model.scaffold06609.9
OG0005353	Dcor_evm.model.hic_scaffold_3_pilon.1086	Alus_evm.model.scaffold04470.4
OG0005354	Dcor_evm.model.hic_scaffold_7_pilon.79	Alus_evm.model.scaffold07869.8
OG0005355	Dcor_evm.model.hic_scaffold_6_pilon.1070	Alus_evm.model.scaffold17749.8
OG0005356	Dcor_evm.model.hic_scaffold_6_pilon.574	Alus_evm.model.scaffold15332.2
OG0005357	Dcor_evm.model.hic_scaffold_6_pilon.1267	Alus_evm.model.scaffold01282.9
OG0005358	Dcor_evm.model.hic_scaffold_7_pilon.552	Alus_evm.model.scaffold07341.5, Alus_evm.model.scaffold00172.13
OG0005359	Dcor_evm.model.hic_scaffold_3_pilon.1488	Alus_evm.model.scaffold10742.6
OG0005360	Dcor_evm.model.hic_scaffold_9_pilon.1790	Alus_evm.model.scaffold01290.1
OG0005362	Dcor_evm.model.hic_scaffold_5_pilon.52	Alus_evm.model.scaffold01010.16
OG0005363	Dcor_evm.model.hic_scaffold_51_pilon.22	Alus_evm.model.scaffold07029.2
OG0005364	Dcor_evm.model.hic_scaffold_7_pilon.167	Alus_evm.model.scaffold18526.9
OG0005365	Dcor_evm.model.hic_scaffold_41_pilon.8	Alus_evm.model.scaffold00224.4
OG0005366	Dcor_evm.model.hic_scaffold_3_pilon.337	Alus_evm.model.scaffold18474.11
OG0005368	Dcor_evm.model.hic_scaffold_52_pilon.1	Alus_evm.model.scaffold10186.2
OG0005369	Dcor_evm.model.hic_scaffold_52_pilon.3	Alus_evm.model.scaffold15769.4
OG0005371	Dcor_evm.model.hic_scaffold_9_pilon.39	Alus_evm.model.scaffold15858.1
OG0005372	Dcor_evm.model.hic_scaffold_8_pilon.956, Dcor_evm.model.hic_scaffold_8_pilon.642	Alus_evm.model.scaffold01322.4
OG0005373	Dcor_evm.model.hic_scaffold_5_pilon.796	Alus_evm.model.scaffold02209.6
OG0005374	Dcor_evm.model.hic_scaffold_10_pilon.92	Alus_evm.model.scaffold01173.3
OG0005375	Dcor_evm.model.hic_scaffold_2_pilon.473	Alus_evm.model.scaffold06107.2
OG0005376	Dcor_evm.model.hic_scaffold_3_pilon.927	Alus_evm.model.scaffold15155.5
OG0005377	Dcor_evm.model.hic_scaffold_9_pilon.1	Alus_evm.model.scaffold12630.2
OG0005378	Dcor_evm.model.hic_scaffold_9_pilon.709	Alus_evm.model.scaffold03683.9
OG0005379	Dcor_evm.model.hic_scaffold_9_pilon.754	Alus_evm.model.scaffold07378.3
OG0005380	Dcor_evm.model.hic_scaffold_6_pilon.958	Alus_evm.model.scaffold07335.1
OG0005381	Dcor_evm.model.hic_scaffold_9_pilon.209	Alus_evm.model.scaffold05905.18
OG0005382	Dcor_evm.model.hic_scaffold_3_pilon.82	Alus_evm.model.scaffold12771.8
OG0005384	Dcor_evm.model.hic_scaffold_1_pilon.410	Alus_evm.model.scaffold03891.44
OG0005385	Dcor_evm.model.hic_scaffold_9_pilon.90	Alus_evm.model.scaffold08367.6
OG0005386	Dcor_evm.model.hic_scaffold_9_pilon.1553	Alus_evm.model.scaffold16787.1
OG0005387	Dcor_evm.model.hic_scaffold_4_pilon.147, Dcor_evm.model.hic_scaffold_4_pilon.175, Dcor_evm.model.hic_scaffold_4_pilon.148	Alus_evm.model.scaffold14442.1
OG0005390	Dcor_evm.model.hic_scaffold_9_pilon.763	Alus_evm.model.scaffold02375.1
OG0005391	Dcor_evm.model.hic_scaffold_5_pilon.527	Alus_evm.model.scaffold09917.11
OG0005392	Dcor_evm.model.hic_scaffold_4_pilon.743, Dcor_evm.model.hic_scaffold_4_pilon.742	Alus_evm.model.scaffold10881.13
OG0005395	Dcor_evm.model.hic_scaffold_7_pilon.294	Alus_evm.model.scaffold07082.7
OG0005396	Dcor_evm.model.hic_scaffold_7_pilon.414	Alus_evm.model.scaffold07029.4
OG0005397	Dcor_evm.model.hic_scaffold_7_pilon.1264	Alus_evm.model.scaffold02159.3
OG0005398	Dcor_evm.model.hic_scaffold_5_pilon.275	Alus_evm.model.scaffold08652.9
OG0005400	Dcor_evm.model.hic_scaffold_25_pilon.23	Alus_evm.model.scaffold11245.5
OG0005403	Dcor_evm.model.hic_scaffold_7_pilon.850	Alus_evm.model.scaffold09034.7
OG0005405	Dcor_evm.model.hic_scaffold_2_pilon.673	Alus_evm.model.scaffold04274.2
OG0005407	Dcor_evm.model.hic_scaffold_7_pilon.1590	Alus_evm.model.scaffold15979.14
OG0005408	Dcor_evm.model.hic_scaffold_1_pilon.888	Alus_evm.model.scaffold13942.1
OG0005409	Dcor_evm.model.hic_scaffold_3_pilon.846	Alus_evm.model.scaffold16675.8
OG0005413	Dcor_evm.model.hic_scaffold_6_pilon.264	Alus_evm.model.scaffold01819.3
OG0005414	Dcor_evm.model.hic_scaffold_8_pilon.133	Alus_evm.model.scaffold02932.2
OG0005415	Dcor_evm.model.hic_scaffold_7_pilon.41	Alus_evm.model.scaffold18253.5
OG0005416	Dcor_evm.model.hic_scaffold_14_pilon.51, Dcor_evm.model.hic_scaffold_9_pilon.421	Alus_evm.model.scaffold14371.12
OG0005417	Dcor_evm.model.contig_87_pilon.1, Dcor_evm.model.hic_scaffold_4_pilon.1283	Alus_evm.model.scaffold14371.13
OG0005418	Dcor_evm.model.hic_scaffold_3_pilon.25	Alus_evm.model.scaffold00731.2
OG0005420	Dcor_evm.model.hic_scaffold_8_pilon.757	Alus_evm.model.scaffold05846.19
OG0005421	Dcor_evm.model.hic_scaffold_5_pilon.1304	Alus_evm.model.scaffold14353.10
OG0005423	Dcor_evm.model.hic_scaffold_4_pilon.961	Alus_evm.model.scaffold01094.7
OG0005424	Dcor_evm.model.hic_scaffold_9_pilon.1396	Alus_evm.model.scaffold02041.14
OG0005425	Dcor_evm.model.hic_scaffold_6_pilon.1670	Alus_evm.model.scaffold13742.3
OG0005426	Dcor_evm.model.hic_scaffold_64_pilon.16	Alus_evm.model.scaffold03342.7
OG0005428	Dcor_evm.model.hic_scaffold_5_pilon.88	Alus_evm.model.scaffold18122.2
OG0005429	Dcor_evm.model.hic_scaffold_5_pilon.86	Alus_evm.model.scaffold18122.4
OG0005430	Dcor_evm.model.hic_scaffold_9_pilon.1008	Alus_evm.model.scaffold00800.2
OG0005431	Dcor_evm.model.hic_scaffold_9_pilon.1379	Alus_evm.model.scaffold13067.2
OG0005432	Dcor_evm.model.hic_scaffold_10_pilon.839	Alus_evm.model.scaffold07294.3
OG0005434	Dcor_evm.model.hic_scaffold_10_pilon.816	Alus_evm.model.scaffold10436.3
OG0005435	Dcor_evm.model.hic_scaffold_1_pilon.515	Alus_evm.model.scaffold07741.11
OG0005436	Dcor_evm.model.hic_scaffold_3_pilon.1294, Dcor_evm.model.hic_scaffold_9_pilon.1219	Alus_evm.model.scaffold12905.6
OG0005437	Dcor_evm.model.hic_scaffold_5_pilon.1412, Dcor_evm.model.hic_scaffold_5_pilon.1411	Alus_evm.model.scaffold03458.11
OG0005438	Dcor_evm.model.hic_scaffold_4_pilon.1024	Alus_evm.model.scaffold05898.2
OG0005439	Dcor_evm.model.hic_scaffold_4_pilon.908	Alus_evm.model.scaffold02737.1
OG0005440	Dcor_evm.model.hic_scaffold_3_pilon.1236, Dcor_evm.model.hic_scaffold_9_pilon.1159	Alus_evm.model.scaffold00116.12
OG0005441	Dcor_evm.model.hic_scaffold_3_pilon.995	Alus_evm.model.scaffold00116.6
OG0005442	Dcor_evm.model.hic_scaffold_8_pilon.421	Alus_evm.model.scaffold04778.6
OG0005443	Dcor_evm.model.hic_scaffold_5_pilon.346	Alus_evm.model.scaffold10823.4
OG0005444	Dcor_evm.model.hic_scaffold_6_pilon.1721	Alus_evm.model.scaffold04247.9
OG0005445	Dcor_evm.model.hic_scaffold_7_pilon.1604	Alus_evm.model.scaffold07662.4
OG0005446	Dcor_evm.model.hic_scaffold_8_pilon.560	Alus_evm.model.scaffold03112.3
OG0005447	Dcor_evm.model.hic_scaffold_4_pilon.1240	Alus_evm.model.scaffold10716.4
OG0005448	Dcor_evm.model.hic_scaffold_9_pilon.1084	Alus_evm.model.scaffold01676.2
OG0005449	Dcor_evm.model.hic_scaffold_9_pilon.1032, Dcor_evm.model.hic_scaffold_9_pilon.1761	Alus_evm.model.scaffold10612.4
OG0005450	Dcor_evm.model.hic_scaffold_6_pilon.1789	Alus_evm.model.scaffold07165.1
OG0005451	Dcor_evm.model.hic_scaffold_4_pilon.1103, Dcor_evm.model.hic_scaffold_5_pilon.1475	Alus_evm.model.scaffold09310.4
OG0005452	Dcor_evm.model.hic_scaffold_9_pilon.1132	Alus_evm.model.scaffold00285.3
OG0005454	Dcor_evm.model.hic_scaffold_8_pilon.456	Alus_evm.model.scaffold00828.7
OG0005456	Dcor_evm.model.contig_95_pilon.1	Alus_evm.model.scaffold07662.2, Alus_evm.model.scaffold07662.1
OG0005457	Dcor_evm.model.hic_scaffold_7_pilon.1594	Alus_evm.model.scaffold10558.2
OG0005458	Dcor_evm.model.hic_scaffold_5_pilon.811	Alus_evm.model.scaffold00083.2
OG0005460	Dcor_evm.model.hic_scaffold_5_pilon.317	Alus_evm.model.scaffold01989.15
OG0005461	Dcor_evm.model.hic_scaffold_5_pilon.1362	Alus_evm.model.scaffold08073.23
OG0005462	Dcor_evm.model.hic_scaffold_6_pilon.126	Alus_evm.model.scaffold03470.3
OG0005463	Dcor_evm.model.hic_scaffold_6_pilon.1657	Alus_evm.model.scaffold03807.6
OG0005464	Dcor_evm.model.hic_scaffold_6_pilon.388, Dcor_evm.model.hic_scaffold_6_pilon.389	Alus_evm.model.scaffold13733.2
OG0005465	Dcor_evm.model.hic_scaffold_6_pilon.1675	Alus_evm.model.scaffold04086.2
OG0005466	Dcor_evm.model.hic_scaffold_3_pilon.1419	Alus_evm.model.scaffold06488.1
OG0005467	Dcor_evm.model.hic_scaffold_4_pilon.1175, Dcor_evm.model.hic_scaffold_4_pilon.1345	Alus_evm.model.scaffold00999.8
OG0005468	Dcor_evm.model.hic_scaffold_5_pilon.465	Alus_evm.model.scaffold18515.12
OG0005469	Dcor_evm.model.hic_scaffold_9_pilon.227	Alus_evm.model.scaffold18072.1
OG0005470	Dcor_evm.model.hic_scaffold_9_pilon.1706	Alus_evm.model.scaffold08082.6
OG0005471	Dcor_evm.model.hic_scaffold_9_pilon.1865	Alus_evm.model.scaffold05329.6
OG0005472	Dcor_evm.model.hic_scaffold_9_pilon.1546	Alus_evm.model.scaffold10840.5
OG0005473	Dcor_evm.model.hic_scaffold_7_pilon.1149	Alus_evm.model.scaffold11401.6
OG0005474	Dcor_evm.model.hic_scaffold_7_pilon.1209	Alus_evm.model.scaffold03713.6
OG0005476	Dcor_evm.model.hic_scaffold_18_pilon.4, Dcor_evm.model.hic_scaffold_31_pilon.7	Alus_evm.model.scaffold08054.1, Alus_evm.model.scaffold08054.3
OG0005478	Dcor_evm.model.hic_scaffold_1_pilon.875	Alus_evm.model.scaffold03296.10
OG0005479	Dcor_evm.model.hic_scaffold_3_pilon.1234, Dcor_evm.model.hic_scaffold_9_pilon.1157	Alus_evm.model.scaffold06125.5, Alus_evm.model.scaffold06593.7, Alus_evm.model.scaffold06593.6
OG0005480	Dcor_evm.model.hic_scaffold_3_pilon.1046	Alus_evm.model.scaffold05296.9
OG0005481	Dcor_evm.model.hic_scaffold_7_pilon.1114	Alus_evm.model.scaffold14852.2
OG0005482	Dcor_evm.model.hic_scaffold_7_pilon.236	Alus_evm.model.scaffold00432.1
OG0005483	Dcor_evm.model.hic_scaffold_7_pilon.1392	Alus_evm.model.scaffold05715.4
OG0005484	Dcor_evm.model.hic_scaffold_1_pilon.1153	Alus_evm.model.scaffold07438.9
OG0005485	Dcor_evm.model.hic_scaffold_7_pilon.191	Alus_evm.model.scaffold12053.6
OG0005486	Dcor_evm.model.hic_scaffold_7_pilon.1375	Alus_evm.model.scaffold09691.3
OG0005486	Dcor_evm.model.hic_scaffold_7_pilon.1374	Alus_evm.model.scaffold09691.4
OG0005487	Dcor_evm.model.hic_scaffold_8_pilon.473	Alus_evm.model.scaffold05846.4
OG0005488	Dcor_evm.model.hic_scaffold_14_pilon.11, Dcor_evm.model.hic_scaffold_9_pilon.377	Alus_evm.model.scaffold01303.6
OG0005490	Dcor_evm.model.hic_scaffold_2_pilon.570	Alus_evm.model.scaffold08822.2
OG0005491	Dcor_evm.model.hic_scaffold_2_pilon.270	Alus_evm.model.scaffold17953.2
OG0005492	Dcor_evm.model.hic_scaffold_9_pilon.1582	Alus_evm.model.scaffold01635.2
OG0005494	Dcor_evm.model.hic_scaffold_9_pilon.180	Alus_evm.model.scaffold07229.6
OG0005495	Dcor_evm.model.hic_scaffold_1_pilon.201	Alus_evm.model.scaffold01154.28
OG0005498	Dcor_evm.model.hic_scaffold_1_pilon.948	Alus_evm.model.scaffold12667.12
OG0005499	Dcor_evm.model.hic_scaffold_9_pilon.1123	Alus_evm.model.scaffold05242.3
OG0005500	Dcor_evm.model.hic_scaffold_9_pilon.1050	Alus_evm.model.scaffold11341.4
OG0005501	Dcor_evm.model.hic_scaffold_8_pilon.64	Alus_evm.model.scaffold11812.6
OG0005502	Dcor_evm.model.hic_scaffold_9_pilon.1614	Alus_evm.model.scaffold12613.9
OG0005503	Dcor_evm.model.hic_scaffold_47_pilon.11	Alus_evm.model.scaffold00925.1
OG0005504	Dcor_evm.model.hic_scaffold_16_pilon.10, Dcor_evm.model.hic_scaffold_6_pilon.822	Alus_evm.model.scaffold11363.9
OG0005505	Dcor_evm.model.hic_scaffold_6_pilon.945	Alus_evm.model.scaffold04906.4
OG0005506	Dcor_evm.model.hic_scaffold_5_pilon.1000	Alus_evm.model.scaffold11830.3
OG0005507	Dcor_evm.model.hic_scaffold_4_pilon.1238	Alus_evm.model.scaffold18147.5
OG0005508	Dcor_evm.model.hic_scaffold_4_pilon.1099	Alus_evm.model.scaffold15016.12
OG0005509	Dcor_evm.model.hic_scaffold_4_pilon.163	Alus_evm.model.scaffold05929.1
OG0005510	Dcor_evm.model.hic_scaffold_4_pilon.1098, Dcor_evm.model.hic_scaffold_5_pilon.1481	Alus_evm.model.scaffold15016.13
OG0005511	Dcor_evm.model.hic_scaffold_7_pilon.356	Alus_evm.model.scaffold15979.18
OG0005512	Dcor_evm.model.hic_scaffold_41_pilon.5	Alus_evm.model.scaffold04261.7
OG0005514	Dcor_evm.model.hic_scaffold_16_pilon.47, Dcor_evm.model.hic_scaffold_6_pilon.781	Alus_evm.model.scaffold08634.5
OG0005515	Dcor_evm.model.hic_scaffold_8_pilon.464	Alus_evm.model.scaffold04253.11
OG0005516	Dcor_evm.model.hic_scaffold_9_pilon.1095	Alus_evm.model.scaffold05800.1
OG0005517	Dcor_evm.model.hic_scaffold_1_pilon.991, Dcor_evm.model.hic_scaffold_1_pilon.990	Alus_evm.model.scaffold01876.44
OG0005518	Dcor_evm.model.hic_scaffold_1_pilon.983, Dcor_evm.model.hic_scaffold_1_pilon.985	Alus_evm.model.scaffold10360.4
OG0005520	Dcor_evm.model.hic_scaffold_15_pilon.22, Dcor_evm.model.hic_scaffold_7_pilon.727, Dcor_evm.model.hic_scaffold_15_pilon.21	Alus_evm.model.scaffold02382.2
OG0005522	Dcor_evm.model.hic_scaffold_4_pilon.141, Dcor_evm.model.hic_scaffold_4_pilon.182, Dcor_evm.model.hic_scaffold_4_pilon.183	Alus_evm.model.scaffold01512.6
OG0005524	Dcor_evm.model.hic_scaffold_8_pilon.942, Dcor_evm.model.hic_scaffold_8_pilon.665	Alus_evm.model.scaffold06130.6
OG0005526	Dcor_evm.model.hic_scaffold_8_pilon.470, Dcor_evm.model.hic_scaffold_8_pilon.469	Alus_evm.model.scaffold08106.5
OG0005527	Dcor_evm.model.hic_scaffold_1_pilon.566	Alus_evm.model.scaffold00028.1
OG0005529	Dcor_evm.model.hic_scaffold_3_pilon.52	Alus_evm.model.scaffold17910.10
OG0005530	Dcor_evm.model.hic_scaffold_10_pilon.640	Alus_evm.model.scaffold05601.4
OG0005531	Dcor_evm.model.hic_scaffold_10_pilon.287	Alus_evm.model.scaffold00085.2
OG0005532	Dcor_evm.model.hic_scaffold_7_pilon.609	Alus_evm.model.scaffold15379.3
OG0005533	Dcor_evm.model.hic_scaffold_5_pilon.288	Alus_evm.model.scaffold04779.10
