Geneid	Length	MA	FA	brain	larvae	pupae	MW	FW	control_1_rep1	control_1_rep2	control_2_rep1	control_2_rep2	control_3_rep1	control_3_rep2	gland_1_rep1	gland_1_rep2	gland_2_rep1	gland_2_rep2	gland_3_rep1	gland_3_rep2
Dcor_evm.model.hic_scaffold_4_pilon.354	390	2204	1132	4021	331	513	1340	956	101	78	109	78	92	84	97	86	81	84	105	83
Dcor_evm.model.hic_scaffold_4_pilon.355	1785	180	126	3224	1835	8875	2447	4518	325	281	218	293	265	248	344	331	338	309	369	203
Dcor_evm.model.hic_scaffold_4_pilon.356	288	716	581	4812	7388	3701	6911	21872	6904	6168	7319	7368	6210	6408	5490	5377	5726	4715	5241	5742
Dcor_evm.model.hic_scaffold_4_pilon.357	993	0	4	40	19	165	29	7	9	4	7	9	5	7	4	6	3	2	6	8
Dcor_evm.model.hic_scaffold_4_pilon.358	291	14	11	124	40	287	52	32	10	6	7	14	6	10	13	5	7	4	1	5
Dcor_evm.model.hic_scaffold_4_pilon.359	2277	231	155	2175	934	4046	1063	799	137	133	93	80	113	92	131	128	126	98	126	81
Dcor_evm.model.hic_scaffold_4_pilon.360	609	82	81	10978	502	2394	761	446	37	34	25	35	45	29	47	47	30	39	43	18
Dcor_evm.model.hic_scaffold_4_pilon.361	408	96	441	3638	591	2437	1251	768	108	95	69	88	96	87	138	100	130	123	137	59
Dcor_evm.model.hic_scaffold_4_pilon.362	699	876	658	2786	379	907	519	223	28	14	22	10	12	15	15	17	14	12	20	20
Dcor_evm.model.hic_scaffold_4_pilon.363	2100	198	349	2482	4092	2712	3857	2690	143	157	459	552	255	299	275	287	730	595	441	171
Dcor_evm.model.hic_scaffold_4_pilon.364	744	6	0	2	56	152	69	6	18	6	0	0	5	8	15	15	6	10	10	0
Dcor_evm.model.hic_scaffold_4_pilon.365	696	0	0	22	12	150	78	0	7	4	0	1	1	7	14	10	5	10	6	3
Dcor_evm.model.hic_scaffold_4_pilon.366	729	0	0	600	385	1073	318	178	12	10	10	9	17	0	16	13	9	6	4	0
Dcor_evm.model.hic_scaffold_4_pilon.367	1359	1201	514	217	2067	1470	218	4542	706	692	555	710	651	566	826	803	802	727	852	551
Dcor_evm.model.hic_scaffold_4_pilon.368	6429	148	114	96	6199	65810	82199	27806	50208	52794	23005	32916	43455	30568	13918	13756	12885	11786	14269	6856
Dcor_evm.model.hic_scaffold_4_pilon.369	2238	441	128	2733	1937	735	1067	1845	1242	1076	790	1026	997	991	736	628	635	600	634	401
Dcor_evm.model.hic_scaffold_4_pilon.370	738	0	0	0	278	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.371	2592	12	8	4	55253	6	10	0	0	0	0	0	0	0	0	0	2	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.372	240	0	0	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.373	1317	41	216	4	3	0	0	2	0	1	0	0	0	0	0	0	1	0	2	1
Dcor_evm.model.hic_scaffold_4_pilon.374	765	38	86	1194	283	955	610	319	10	17	12	10	13	4	30	22	19	16	26	9
Dcor_evm.model.hic_scaffold_4_pilon.375	720	24	6	1102	321	822	686	219	13	6	5	8	11	10	16	14	3	10	11	7
Dcor_evm.model.hic_scaffold_4_pilon.376	843	34	45	912	150	624	373	51	5	0	4	2	5	7	0	2	2	7	3	0
Dcor_evm.model.hic_scaffold_4_pilon.377	2142	66	20	577	1200	773	570	1025	396	401	160	304	338	384	471	410	320	279	370	138
Dcor_evm.model.hic_scaffold_4_pilon.378	1776	272	203	2151	1704	1973	2037	2764	367	365	339	394	341	318	412	434	409	390	408	242
Dcor_evm.model.hic_scaffold_4_pilon.379	471	5105	45364	81138	49130	44154	42418	124602	13006	12748	14331	13171	12002	12719	11699	11289	12013	10237	11709	16652
Dcor_evm.model.hic_scaffold_4_pilon.380	1278	140	246	906	664	464	1400	1413	275	265	235	259	237	182	223	241	245	252	234	135
Dcor_evm.model.hic_scaffold_4_pilon.381	618	135	356	962	159	356	314	352	32	38	26	26	36	29	42	36	54	32	43	20
Dcor_evm.model.hic_scaffold_4_pilon.382	1080	447	340	4989	4009	2104	8942	7825	1627	1616	1617	1771	1506	1376	1787	1719	1815	1607	1805	1380
Dcor_evm.model.hic_scaffold_4_pilon.383	1752	95	148	1787	1526	1973	5002	4182	193	193	201	168	176	177	260	248	234	179	265	189
Dcor_evm.model.hic_scaffold_4_pilon.384	1302	0	0	328	69	64	51	101	4	7	5	1	1	7	4	5	5	5	2	3
Dcor_evm.model.hic_scaffold_4_pilon.385	852	433	388	1715	2084	8838	1440	1945	267	245	201	214	248	227	387	365	374	279	361	202
Dcor_evm.model.hic_scaffold_4_pilon.386	3141	1076	476	426	3844	297	778	4756	351	421	178	228	344	246	1324	1277	1131	953	1180	517
Dcor_evm.model.hic_scaffold_4_pilon.387	2766	1054	578	2664	10026	10992	3598	11230	4221	4171	3052	3767	3774	3833	4833	4806	4629	4026	4715	2584
Dcor_evm.model.hic_scaffold_4_pilon.388	10134	118	66	17660	3470	12540	2533	4934	193	183	69	131	152	60	177	198	172	164	171	26
Dcor_evm.model.hic_scaffold_4_pilon.389	1680	11	8	118	2944	94	1839	448	3	1	4	10	4	5	4	3	3	1	7	26
Dcor_evm.model.hic_scaffold_4_pilon.390	1371	567	1506	10207	1595	4035	3902	3001	86	82	53	60	74	56	106	108	95	80	98	48
Dcor_evm.model.hic_scaffold_4_pilon.391	1563	28	92	143	249	180	85	185	18	20	20	34	21	15	30	24	28	26	26	14
Dcor_evm.model.hic_scaffold_4_pilon.392	2529	1694	272	6028	6501	10171	2280	11151	2554	2351	1402	1777	1997	2043	4341	4042	4095	3804	4138	2262
Dcor_evm.model.hic_scaffold_4_pilon.393	606	0	0	32	54	9	34	38	53	52	82	63	45	55	59	58	51	50	60	37
Dcor_evm.model.hic_scaffold_4_pilon.394	981	2	0	2	5739	63	2	0	4	3	2	3	1	4	5	0	3	3	3	0
Dcor_evm.model.hic_scaffold_4_pilon.395	1107	0	2	9	26	22550	0	0	2	2	0	0	1	0	0	2	0	0	2	0
Dcor_evm.model.hic_scaffold_4_pilon.396	738	0	0	0	765	50	0	0	1	1	1	0	0	2	1	0	0	2	0	0
Dcor_evm.model.hic_scaffold_4_pilon.397	651	0	0	7	50	26	0	1	0	0	0	2	0	0	1	0	0	1	0	0
Dcor_evm.model.hic_scaffold_4_pilon.398	1077	0	0	15	59	152	6	3	0	0	1	1	1	2	0	3	10	4	3	5
Dcor_evm.model.hic_scaffold_4_pilon.399	633	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.400	519	0	0	10	8	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.401	615	0	0	11	8	13	4	0	0	2	0	0	0	1	0	0	1	1	0	0
Dcor_evm.model.hic_scaffold_4_pilon.402	534	0	0	6	6498	1	18	0	1	3	1	1	2	3	1	1	3	3	0	3
Dcor_evm.model.hic_scaffold_4_pilon.403	477	0	0	14	104	7	7	0	0	2	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.404	468	0	0	3	62	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.405	510	0	0	4	193	28	0	0	1	3	3	0	1	0	3	3	4	3	2	2
Dcor_evm.model.hic_scaffold_4_pilon.406	278	0	5	123	31	30	9	86	14	13	6	10	11	12	10	7	8	12	13	3
Dcor_evm.model.hic_scaffold_4_pilon.407	690	183	921	15371	1347	924	16347	11337	5640	5361	4022	4322	4730	3058	2798	2791	2336	1875	2583	1857
Dcor_evm.model.hic_scaffold_4_pilon.408	1140	100	474	2564	2312	7221	4751	6356	921	1001	701	798	838	761	1141	1063	1110	882	1065	803
Dcor_evm.model.hic_scaffold_4_pilon.409	771	508	2074	8088	4690	1824	13345	11901	3364	3489	3669	3810	3207	2609	2642	2613	2774	2220	2610	2407
Dcor_evm.model.hic_scaffold_4_pilon.410	774	302	376	1197	731	547	1806	2768	371	397	470	414	384	346	431	449	517	389	462	444
Dcor_evm.model.hic_scaffold_4_pilon.411	771	28	120	5924	1362	73	5783	9548	4593	4791	4755	4969	4417	3599	2033	2016	2822	2315	2382	1844
Dcor_evm.model.hic_scaffold_4_pilon.412	2127	0	0	34	16	165	34	36	10	8	63	81	26	27	12	14	60	57	31	37
Dcor_evm.model.hic_scaffold_4_pilon.413	1653	756	772	2012	10025	11078	33674	19734	2423	2355	5641	5883	3068	3887	2683	2673	5918	4904	3806	2586
Dcor_evm.model.hic_scaffold_4_pilon.414	414	0	0	4	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.415	1263	0	0	13	178	8	4	6	1818	1725	502	736	1316	1475	1407	1276	1049	1009	1192	718
Dcor_evm.model.hic_scaffold_4_pilon.416	471	0	0	28	0	90	7	2	0	0	0	0	0	0	0	0	0	2	0	0
Dcor_evm.model.hic_scaffold_4_pilon.417	1485	0	0	4	32	603	402	4	12	10	1	0	10	16	18	24	28	22	17	2
Dcor_evm.model.hic_scaffold_4_pilon.418	3543	0	0	259	545	613	164	514	393	383	120	236	321	264	297	302	237	209	242	85
Dcor_evm.model.hic_scaffold_4_pilon.419	1419	0	0	144	398	744	170	365	332	302	179	215	304	233	214	206	208	165	220	125
Dcor_evm.model.hic_scaffold_4_pilon.420	369	0	19	9	1191	8	4	16	3	6	2	6	7	2	4	7	2	7	1	9
Dcor_evm.model.hic_scaffold_4_pilon.421	1206	194	426	1185	4098	9949	5188	5863	1041	997	900	1052	975	966	1197	1137	1196	970	1134	648
Dcor_evm.model.hic_scaffold_4_pilon.422	1191	340	762	6947	1043	104	6495	2101	310	310	203	202	247	206	300	289	171	138	259	123
Dcor_evm.model.hic_scaffold_4_pilon.423	201	3510	1695	3622	369	300	1241	1634	121	147	134	116	143	88	134	139	151	115	133	136
Dcor_evm.model.hic_scaffold_4_pilon.424	1647	84	72	361	6723	3784	18392	17587	711	691	478	635	625	659	585	614	581	517	580	493
Dcor_evm.model.hic_scaffold_4_pilon.425	3687	606	172	1333	3962	3426	1129	7593	1058	988	579	765	898	787	1163	1167	1035	849	1058	514
Dcor_evm.model.hic_scaffold_4_pilon.426	3471	934	346	9881	1831	1672	1433	4281	1825	1761	725	1231	1437	1334	1233	1169	1017	992	1039	461
Dcor_evm.model.hic_scaffold_4_pilon.427	3732	182	32	2192	2051	10756	3290	3215	332	342	213	275	297	253	306	335	335	293	377	226
Dcor_evm.model.hic_scaffold_4_pilon.428	2437	1090	1197	904	1179	13	8954	1458	71	80	47	48	58	56	64	78	37	25	60	24
Dcor_evm.model.hic_scaffold_4_pilon.429	258	0	2	2	71	3	6	0	0	0	0	1	0	0	2	1	0	0	2	0
Dcor_evm.model.hic_scaffold_4_pilon.430	855	26	0	10	38	283	304	4	3	3	0	0	4	5	18	19	7	12	15	1
Dcor_evm.model.hic_scaffold_4_pilon.431	1416	14	0	1	6	1007	1652	0	10	7	1	1	7	10	12	16	19	11	25	0
Dcor_evm.model.hic_scaffold_4_pilon.432	2769	88	163	500	646	1267	393	1690	177	177	144	145	177	132	168	137	151	118	156	100
Dcor_evm.model.hic_scaffold_4_pilon.433	1029	779	337	627	10463	3365	7739	4786	3294	3239	2929	3519	2870	2848	2204	2061	2543	2282	2142	1613
Dcor_evm.model.hic_scaffold_4_pilon.434	3981	97	100	973	21422	1479	59903	9332	24911	24426	22178	30116	23648	22030	16552	15634	19022	16483	17397	9608
Dcor_evm.model.hic_scaffold_4_pilon.435	2535	0	6	367	640	1390	478	753	17	13	9	6	8	4	13	15	10	12	12	12
Dcor_evm.model.hic_scaffold_4_pilon.436	1551	0	4	362	69	1533	1109	24	152	145	54	39	113	157	159	135	150	131	145	29
Dcor_evm.model.hic_scaffold_4_pilon.437	1071	202	282	3539	4149	2953	3600	11738	1780	1600	1671	1887	1611	1744	1429	1359	1379	1123	1340	737
Dcor_evm.model.hic_scaffold_4_pilon.438	10797	86	111	792	5792	25470	216	2340	1859	1977	723	1177	1495	1571	2486	2452	2056	1971	2353	851
Dcor_evm.model.hic_scaffold_4_pilon.439	6054	0	22	108	480	103	38	7409	64	46	33	48	52	35	74	65	51	46	56	36
Dcor_evm.model.hic_scaffold_4_pilon.440	1374	12	10	133	909	5111	84	693	90	95	53	81	92	86	113	100	86	108	92	44
Dcor_evm.model.hic_scaffold_4_pilon.441	1395	84	46	355	1044	1091	189	2552	1126	1015	682	828	813	1020	874	822	801	713	768	529
Dcor_evm.model.hic_scaffold_4_pilon.442	681	0	0	0	2	11	1	14	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.443	267	0	0	0	64	0	50	289	17	33	5	6	15	19	9	16	3	1	7	3
Dcor_evm.model.hic_scaffold_4_pilon.444	1245	16	42	16	5904	79	10997	12192	349	321	263	335	344	285	197	184	225	195	171	364
Dcor_evm.model.hic_scaffold_4_pilon.445	411	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.446	1194	30	3	257	331	1137	178	163	13	18	12	8	10	3	8	12	6	5	6	0
Dcor_evm.model.hic_scaffold_4_pilon.447	1215	46	12	583	190	1198	276	173	15	14	16	13	13	1	12	16	10	7	4	4
Dcor_evm.model.hic_scaffold_4_pilon.448	1203	26	14	429	241	953	77	228	15	17	11	13	5	7	15	9	11	11	11	5
Dcor_evm.model.hic_scaffold_4_pilon.449	354	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.450	309	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.451	285	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.452	1341	0	0	478	336	1415	236	330	12	18	15	13	21	1	11	6	4	3	2	6
Dcor_evm.model.hic_scaffold_4_pilon.453	192	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.454	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.455	348	0	0	63	27	301	42	70	4	3	4	3	10	5	9	8	7	4	7	1
Dcor_evm.model.hic_scaffold_4_pilon.456	1224	10587	13666	1736	457	207	562	860	44	36	47	53	62	66	62	57	58	70	63	39
Dcor_evm.model.hic_scaffold_4_pilon.457	2400	2037	8154	16877	2993	140	5975	3611	227	202	160	167	189	149	237	258	197	177	271	145
Dcor_evm.model.hic_scaffold_4_pilon.458	1203	24	88	857	782	102	129	153	12	14	6	14	15	7	37	38	24	20	31	9
Dcor_evm.model.hic_scaffold_4_pilon.459	1194	110	404	168	1495	17	6	26	2	3	3	2	4	4	5	7	3	4	4	3
Dcor_evm.model.hic_scaffold_4_pilon.460	588	0	0	5	37	0	3	3	1	1	2	0	3	1	0	1	0	0	0	1
Dcor_evm.model.hic_scaffold_4_pilon.461	1314	330	660	1293	1241	1015	370	1040	294	311	309	299	298	222	203	180	175	161	196	145
Dcor_evm.model.hic_scaffold_4_pilon.462	903	280	571	5938	2600	4347	1463	3706	1245	1348	1208	1301	1258	962	692	736	791	667	778	449
Dcor_evm.model.hic_scaffold_4_pilon.463	1338	226	162	2290	1732	3284	3476	4383	384	353	316	308	314	315	423	432	444	378	454	386
Dcor_evm.model.hic_scaffold_4_pilon.464	1677	104	116	219	1054	415	839	168	715	690	450	632	581	655	541	509	592	485	515	281
Dcor_evm.model.hic_scaffold_4_pilon.465	2103	86	145	115	15950	1698	16350	20263	1039	994	558	640	794	806	378	359	416	346	359	342
Dcor_evm.model.hic_scaffold_4_pilon.466	237	1	0	15	785	136	3501	1322	67	70	51	63	73	52	27	26	28	17	30	13
Dcor_evm.model.hic_scaffold_4_pilon.467	1611	263	387	2042	2481	15140	3507	3559	750	693	659	818	711	632	603	604	700	625	663	293
Dcor_evm.model.hic_scaffold_4_pilon.468	2007	0	0	199	209	1719	644	627	4	6	0	0	2	9	6	7	8	2	1	0
Dcor_evm.model.hic_scaffold_4_pilon.469	933	0	12	166	371	68	1189	547	7	4	2	3	6	0	5	2	4	2	5	3
Dcor_evm.model.hic_scaffold_4_pilon.470	969	200	831	5432	1101	2524	3184	2432	309	310	265	315	313	325	327	358	354	280	359	227
Dcor_evm.model.hic_scaffold_4_pilon.471	1026	115	94	1068	154	584	289	364	21	9	16	20	21	23	15	19	13	16	30	14
Dcor_evm.model.hic_scaffold_4_pilon.472	1179	162	26	2007	889	4498	748	2094	119	122	129	123	139	115	106	133	108	78	148	81
Dcor_evm.model.hic_scaffold_4_pilon.473	327	0	0	15	1045	214	81	932	1011	937	463	650	739	710	709	628	582	591	531	329
Dcor_evm.model.hic_scaffold_4_pilon.474	1644	62	59	196	10205	4092	1366	14974	7865	7836	3675	4733	6197	4774	5425	5316	4945	4326	5034	2729
Dcor_evm.model.hic_scaffold_4_pilon.475	1836	112	18	264	224	579	291	530	101	97	81	85	92	88	110	96	103	95	112	79
Dcor_evm.model.hic_scaffold_4_pilon.476	2109	80	123	2260	1105	815	329	1368	134	135	81	98	111	47	131	117	65	71	104	27
Dcor_evm.model.hic_scaffold_4_pilon.477	3003	0	28	414	244	752	819	645	70	73	42	47	56	69	210	220	152	136	186	72
Dcor_evm.model.hic_scaffold_4_pilon.478	822	29	112	347	256	754	273	688	116	110	154	110	113	100	130	137	142	118	122	155
Dcor_evm.model.hic_scaffold_4_pilon.479	1899	9598	54178	72034	39860	38416	45566	71753	9202	8602	9983	9616	8278	8945	8440	8190	9231	7652	8720	10818
Dcor_evm.model.hic_scaffold_4_pilon.480	1314	118	150	2833	1657	7325	1989	2057	356	338	197	246	312	304	373	404	373	290	375	218
Dcor_evm.model.hic_scaffold_4_pilon.481	273	28	53	112	245	1136	128	523	225	219	160	180	176	167	160	124	119	113	126	86
Dcor_evm.model.hic_scaffold_4_pilon.482	2403	553	232	2723	9621	10435	5628	13765	1375	1348	915	1213	1189	1295	1648	1567	1490	1481	1567	741
Dcor_evm.model.hic_scaffold_4_pilon.483	228	805	317	1537	199	506	299	977	179	172	172	210	185	144	158	126	193	159	163	191
Dcor_evm.model.hic_scaffold_4_pilon.484	1143	900	2962	4	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.485	1149	0	52	567	68	538	153	68	4	1	0	2	4	0	2	6	0	1	2	0
Dcor_evm.model.hic_scaffold_4_pilon.486	207	124700	38278	80636	1487	79	2654	1871	263	252	422	412	277	167	177	171	173	143	197	249
Dcor_evm.model.hic_scaffold_4_pilon.487	3093	147	269	26	8	63	11	14	1	1	1	2	1	2	1	2	4	1	2	3
Dcor_evm.model.hic_scaffold_4_pilon.488	1764	0	0	40	58	12	25	4	1	1	0	0	0	0	0	0	1	2	0	0
Dcor_evm.model.hic_scaffold_4_pilon.489	1722	847	676	5906	1696	4131	3702	2457	144	154	94	115	114	91	178	197	154	152	196	99
Dcor_evm.model.hic_scaffold_4_pilon.490	1125	1076	2554	12736	3472	11162	5571	2866	477	454	419	470	448	361	477	452	483	448	502	359
Dcor_evm.model.hic_scaffold_4_pilon.491	627	421	1485	3547	1633	3090	3528	2553	412	451	311	366	347	351	411	366	315	336	434	258
Dcor_evm.model.hic_scaffold_4_pilon.492	3168	1520	2245	1427	3845	6601	5650	3977	1290	1257	784	994	1090	1043	2359	2412	2000	1764	2398	1150
Dcor_evm.model.hic_scaffold_4_pilon.493	2523	1914	788	826	23345	2161	4733	25676	2339	2359	1320	1631	1983	1826	2707	2639	1879	1712	2366	1687
Dcor_evm.model.hic_scaffold_4_pilon.494	2364	181	70	600	2397	6454	1941	3902	344	352	209	250	312	268	331	325	302	287	306	188
Dcor_evm.model.hic_scaffold_4_pilon.495	4125	26	22	29	16	2650	1765	2	22	30	1	1	25	32	32	44	43	22	43	1
Dcor_evm.model.hic_scaffold_4_pilon.496	6459	763	2201	4986	1233	3072	714	1632	143	130	77	113	110	65	177	160	120	108	144	88
Dcor_evm.model.hic_scaffold_4_pilon.497	4893	2	0	28	32	185	103	4	0	5	0	0	1	15	26	13	12	9	12	0
Dcor_evm.model.hic_scaffold_4_pilon.498	915	30	0	5	20	83	2	21	1	0	0	0	1	3	3	3	2	2	2	4
Dcor_evm.model.hic_scaffold_4_pilon.499	1044	22	68	446	2922	2582	1343	2024	339	335	266	275	291	279	149	155	192	211	182	151
Dcor_evm.model.hic_scaffold_4_pilon.500	1566	9	2	189	122	215	189	150	12	15	6	10	8	7	16	8	12	12	17	9
Dcor_evm.model.hic_scaffold_4_pilon.501	939	2	10	211	595	2925	454	790	130	109	134	127	127	120	159	166	222	184	178	141
Dcor_evm.model.hic_scaffold_4_pilon.502	591	386	456	2315	1698	1969	1558	3042	1120	1083	1282	1428	1085	1090	809	797	1036	950	911	648
Dcor_evm.model.hic_scaffold_4_pilon.503	222	31130	14395	10354	2190	8	936	4839	1535	1416	1937	1963	1546	1388	1905	1807	2296	2058	2111	3112
Dcor_evm.model.hic_scaffold_4_pilon.504	2163	98	12	4	18	245	7	20	2	3	4	5	5	3	12	13	10	11	17	6
Dcor_evm.model.hic_scaffold_4_pilon.505	264	0	9	172	672	1341	583	397	48	36	24	39	33	46	38	44	40	37	33	17
Dcor_evm.model.hic_scaffold_4_pilon.506	1566	48	91	490	2321	6806	1373	3608	581	561	380	428	471	547	421	465	406	351	421	262
Dcor_evm.model.hic_scaffold_4_pilon.507	3543	4	16	215	317	1286	363	133	37	34	36	47	34	32	37	33	23	22	34	9
Dcor_evm.model.hic_scaffold_4_pilon.508	954	0	2	17	1	20	20	0	0	1	0	0	0	3	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.509	1974	3169	1572	4005	64377	22101	11387	72894	7253	6927	10281	11629	7866	11059	10189	9863	13209	11620	11065	9059
Dcor_evm.model.hic_scaffold_4_pilon.510	408	10	10	18	127	38	88	75	31	41	20	38	22	21	102	121	117	95	91	15
Dcor_evm.model.hic_scaffold_4_pilon.511	987	144	1091	2685	1474	996	3824	3763	907	934	855	808	831	732	1153	1077	1283	1111	1154	886
Dcor_evm.model.hic_scaffold_4_pilon.512	1521	198	98	2390	3423	5567	4498	2366	445	465	413	481	427	378	477	515	544	451	527	327
Dcor_evm.model.hic_scaffold_4_pilon.513	231	18	42	45	46	99	71	7	3	6	2	3	4	2	1	3	0	3	4	6
Dcor_evm.model.hic_scaffold_4_pilon.514	1896	1187	441	9613	6533	5696	7532	3772	824	830	582	738	641	652	730	706	613	510	643	326
Dcor_evm.model.hic_scaffold_4_pilon.515	483	70	236	292	152	4470	5542	6932	27	29	7	20	28	16	24	22	15	14	26	19
Dcor_evm.model.hic_scaffold_4_pilon.516	453	519	478	51019	80563	7221	28208	32119	61518	57385	58528	64852	55591	60834	33786	32072	30924	27951	31685	27880
Dcor_evm.model.hic_scaffold_4_pilon.517	945	46	6	293	57	2893	2343	35	272	280	182	193	239	424	343	318	215	179	244	122
Dcor_evm.model.hic_scaffold_4_pilon.518	2160	16	0	15	56	5631	6980	6	224	205	9	18	214	348	417	406	282	244	361	7
Dcor_evm.model.hic_scaffold_4_pilon.519	537	8	0	4	20	505	831	5	67	51	3	2	38	104	90	83	76	69	66	2
Dcor_evm.model.hic_scaffold_4_pilon.520	477	16	18	0	9	97	127	2	11	4	1	2	3	7	8	10	1	3	5	0
Dcor_evm.model.hic_scaffold_4_pilon.521	1776	116	350	14	17	35	26	6	1	1	5	1	1	0	1	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.522	825	18	56	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.523	240	6	35	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.524	942	28	66	1	245	56	752	62	42	47	22	29	38	28	37	32	24	18	36	52
Dcor_evm.model.hic_scaffold_4_pilon.525	1929	1806	2059	699	117664	25254	247375	115097	6351	5969	3157	3882	5121	4485	6558	6258	4795	4133	6007	8537
Dcor_evm.model.hic_scaffold_4_pilon.526	2244	0	22	175	2833	4654	353	167	223	213	135	152	162	153	166	135	165	126	146	41
Dcor_evm.model.hic_scaffold_4_pilon.527	6030	0	0	67	42	950	654	12	39	27	0	2	20	31	67	53	36	38	62	2
Dcor_evm.model.hic_scaffold_4_pilon.528	1674	3304	2985	1022	1114	273	820	2221	266	289	148	155	236	228	272	241	231	193	276	133
Dcor_evm.model.hic_scaffold_4_pilon.529	1416	4	0	61	25	2329	1396	5	83	72	1	7	49	135	131	127	146	112	148	0
Dcor_evm.model.hic_scaffold_4_pilon.530	489	0	0	16	7	250	132	4	29	26	3	4	20	40	44	36	33	30	56	2
Dcor_evm.model.hic_scaffold_4_pilon.531	1335	0	0	61	119	3011	2362	20	101	82	8	6	84	184	184	218	112	123	188	2
Dcor_evm.model.hic_scaffold_4_pilon.532	657	70	282	1441	288	724	388	922	130	127	132	148	123	117	155	147	160	118	156	92
Dcor_evm.model.hic_scaffold_4_pilon.533	1944	219	285	2894	1386	4521	2698	2859	290	249	181	243	252	212	358	359	312	314	325	167
Dcor_evm.model.hic_scaffold_4_pilon.534	624	142	710	3947	627	1382	1192	1861	170	180	188	171	160	155	193	197	215	163	248	152
Dcor_evm.model.hic_scaffold_4_pilon.535	699	252	879	3123	416	945	478	844	57	52	39	53	58	33	68	56	45	41	44	30
Dcor_evm.model.hic_scaffold_4_pilon.536	1242	224	356	1104	1205	2797	3214	1428	138	149	97	134	139	139	212	208	209	161	203	87
Dcor_evm.model.hic_scaffold_4_pilon.537	1236	34	140	289	51	124	272	1324	19	27	10	15	19	31	9	11	17	17	23	4
Dcor_evm.model.hic_scaffold_4_pilon.538	261	18	6	291	3003	3361	463	2178	2882	2756	2919	3351	2544	2691	2158	2152	2697	2173	2302	1550
Dcor_evm.model.hic_scaffold_4_pilon.539	783	308	122	874	9951	18369	1373	13670	13202	12396	14588	15048	11821	13276	10880	9795	12249	10728	10353	9286
Dcor_evm.model.hic_scaffold_4_pilon.540	393	296	49	621	7105	27058	3437	7863	496	470	296	355	409	526	525	523	448	346	412	219
Dcor_evm.model.hic_scaffold_4_pilon.541	690	42	10	49	17	904	423	3326	49	35	5	3	43	125	101	101	96	77	84	6
Dcor_evm.model.hic_scaffold_4_pilon.542	5367	581	193	3568	6159	4119	1401	9139	1716	1632	773	1248	1488	1307	1815	1758	1572	1337	1684	774
Dcor_evm.model.hic_scaffold_4_pilon.543	5274	1133	414	4460	12740	10649	3770	19394	2767	2583	1443	2002	2235	2288	3205	3081	3031	2643	2983	1539
Dcor_evm.model.hic_scaffold_4_pilon.544	609	76	16	25	88	41	517	37	6	13	78	100	28	30	29	30	69	56	47	112
Dcor_evm.model.hic_scaffold_4_pilon.545	987	265	375	4173	1486	2956	1854	3093	202	200	175	207	194	149	216	231	220	187	223	144
Dcor_evm.model.hic_scaffold_4_pilon.546	151	0	0	115	6	1	6	4	0	0	0	0	0	0	0	0	0	0	0	0
Dcor_evm.model.hic_scaffold_4_pilon.547	4587	68	6	4968	756	744	486	3995	135	134	43	98	92	68	95	77	68	64	75	42
Dcor_evm.model.hic_scaffold_4_pilon.548	1233	51	37	2809	584	631	351	1689	58	55	38	48	61	52	49	55	44	33	49	17
