Orthogroup	Dalotia_update.aa	Liometoxenus.aa
OG0003714	Dcor_evm.model.hic_scaffold_4_pilon.985	Liom_evm.model.scaffold30316.2
OG0003715	Dcor_evm.model.hic_scaffold_6_pilon.1015	Liom_evm.model.scaffold54669.1
OG0003716	Dcor_evm.model.hic_scaffold_9_pilon.1112	Liom_evm.model.scaffold48260.1
OG0003717	Dcor_evm.model.hic_scaffold_9_pilon.685	Liom_evm.model.scaffold20687.1
OG0003718	Dcor_evm.model.hic_scaffold_2_pilon.738	Liom_evm.model.scaffold20420.1
OG0003719	Dcor_evm.model.hic_scaffold_14_pilon.67, Dcor_evm.model.hic_scaffold_9_pilon.436	Liom_evm.model.scaffold39520.1
OG0003720	Dcor_evm.model.hic_scaffold_4_pilon.1224	Liom_evm.model.scaffold27025.2
OG0003721	Dcor_evm.model.hic_scaffold_6_pilon.1589	Liom_evm.model.scaffold00565.1
OG0003722	Dcor_evm.model.hic_scaffold_10_pilon.838	Liom_evm.model.scaffold48540.2
OG0003723	Dcor_evm.model.hic_scaffold_10_pilon.1355	Liom_evm.model.scaffold58912.2
OG0003724	Dcor_evm.model.hic_scaffold_6_pilon.164	Liom_evm.model.scaffold35069.1
OG0003725	Dcor_evm.model.hic_scaffold_7_pilon.833	Liom_evm.model.scaffold33878.1, Liom_evm.model.scaffold41270.2
OG0003726	Dcor_evm.model.hic_scaffold_4_pilon.504	Liom_evm.model.scaffold23047.3, Liom_evm.model.scaffold03845.1
OG0003727	Dcor_evm.model.hic_scaffold_5_pilon.1421	Liom_evm.model.scaffold39372.5
OG0003728	Dcor_evm.model.scaffold4854_size1168.1, Dcor_evm.model.hic_scaffold_5_pilon.1416	Liom_evm.model.scaffold25951.2
OG0003729	Dcor_evm.model.hic_scaffold_5_pilon.1080	Liom_evm.model.scaffold33217.5, Liom_evm.model.scaffold49890.2
OG0003730	Dcor_evm.model.hic_scaffold_7_pilon.1202	Liom_evm.model.scaffold20329.2
OG0003732	Dcor_evm.model.hic_scaffold_3_pilon.991	Liom_evm.model.scaffold59827.2
OG0003733	Dcor_evm.model.hic_scaffold_6_pilon.1231	Liom_evm.model.scaffold33229.1
OG0003734	Dcor_evm.model.hic_scaffold_2_pilon.757	Liom_evm.model.scaffold58271.1, Liom_evm.model.scaffold58426.1
OG0003735	Dcor_evm.model.hic_scaffold_2_pilon.374	Liom_evm.model.scaffold16284.3
OG0003737	Dcor_evm.model.hic_scaffold_25_pilon.1	Liom_evm.model.scaffold29828.1
OG0003738	Dcor_evm.model.hic_scaffold_6_pilon.1121	Liom_evm.model.scaffold56886.1
OG0003739	Dcor_evm.model.hic_scaffold_5_pilon.938	Liom_evm.model.scaffold27371.1
OG0003740	Dcor_evm.model.hic_scaffold_6_pilon.279	Liom_evm.model.scaffold44863.2
OG0003741	Dcor_evm.model.hic_scaffold_5_pilon.1155	Liom_evm.model.scaffold08037.1, Liom_evm.model.scaffold06746.1
OG0003742	Dcor_evm.model.hic_scaffold_8_pilon.565	Liom_evm.model.scaffold42785.3
OG0003744	Dcor_evm.model.hic_scaffold_8_pilon.778	Liom_evm.model.scaffold10161.2
OG0003745	Dcor_evm.model.hic_scaffold_5_pilon.1368	Liom_evm.model.scaffold53690.2
OG0003746	Dcor_evm.model.hic_scaffold_9_pilon.330	Liom_evm.model.scaffold10171.1
OG0003747	Dcor_evm.model.hic_scaffold_4_pilon.733	Liom_evm.model.scaffold21405.1
OG0003748	Dcor_evm.model.hic_scaffold_9_pilon.1742	Liom_evm.model.scaffold48373.1
OG0003749	Dcor_evm.model.hic_scaffold_14_pilon.32, Dcor_evm.model.hic_scaffold_9_pilon.401	Liom_evm.model.scaffold41070.2
OG0003749	Dcor_evm.model.hic_scaffold_14_pilon.33, Dcor_evm.model.hic_scaffold_9_pilon.402	Liom_evm.model.scaffold41070.3
OG0003750	Dcor_evm.model.hic_scaffold_10_pilon.1410	Liom_evm.model.scaffold52119.1
OG0003751	Dcor_evm.model.hic_scaffold_10_pilon.1262	Liom_evm.model.scaffold59985.1
OG0003752	Dcor_evm.model.hic_scaffold_10_pilon.1362	Liom_evm.model.scaffold13942.4, Liom_evm.model.scaffold13942.3
OG0003753	Dcor_evm.model.hic_scaffold_7_pilon.1152	Liom_evm.model.scaffold49585.2, Liom_evm.model.scaffold19214.2, Liom_evm.model.scaffold50179.1
OG0003754	Dcor_evm.model.hic_scaffold_7_pilon.1151	Liom_evm.model.scaffold35816.1
OG0003755	Dcor_evm.model.hic_scaffold_7_pilon.1246	Liom_evm.model.scaffold38629.3
OG0003756	Dcor_evm.model.hic_scaffold_10_pilon.120	Liom_evm.model.scaffold11190.1, Liom_evm.model.scaffold41125.4
OG0003757	Dcor_evm.model.hic_scaffold_10_pilon.122	Liom_evm.model.scaffold10723.1
OG0003758	Dcor_evm.model.hic_scaffold_3_pilon.1014	Liom_evm.model.scaffold54708.1
OG0003759	Dcor_evm.model.hic_scaffold_39_pilon.4	Liom_evm.model.scaffold11847.1
OG0003760	Dcor_evm.model.hic_scaffold_16_pilon.180, Dcor_evm.model.hic_scaffold_6_pilon.504	Liom_evm.model.scaffold07409.5
OG0003762	Dcor_evm.model.hic_scaffold_4_pilon.1084	Liom_evm.model.scaffold40595.2
OG0003763	Dcor_evm.model.hic_scaffold_4_pilon.968	Liom_evm.model.scaffold20162.2
OG0003764	Dcor_evm.model.hic_scaffold_7_pilon.910	Liom_evm.model.scaffold51381.1
OG0003765	Dcor_evm.model.hic_scaffold_8_pilon.250	Liom_evm.model.scaffold12129.1
OG0003766	Dcor_evm.model.hic_scaffold_1_pilon.385	Liom_evm.model.scaffold19625.1
OG0003767	Dcor_evm.model.hic_scaffold_7_pilon.1328	Liom_evm.model.scaffold33318.2
OG0003768	Dcor_evm.model.hic_scaffold_9_pilon.1495	Liom_evm.model.scaffold08634.3
OG0003769	Dcor_evm.model.hic_scaffold_6_pilon.1455	Liom_evm.model.scaffold09422.1
OG0003770	Dcor_evm.model.hic_scaffold_3_pilon.367	Liom_evm.model.scaffold29734.1
OG0003771	Dcor_evm.model.hic_scaffold_5_pilon.679	Liom_evm.model.scaffold16452.2
OG0003772	Dcor_evm.model.hic_scaffold_4_pilon.35, Dcor_evm.model.hic_scaffold_4_pilon.282	Liom_evm.model.scaffold38231.1
OG0003774	Dcor_evm.model.hic_scaffold_3_pilon.677	Liom_evm.model.scaffold53566.1
OG0003775	Dcor_evm.model.hic_scaffold_4_pilon.738	Liom_evm.model.scaffold52799.2
OG0003777	Dcor_evm.model.hic_scaffold_1_pilon.986	Liom_evm.model.scaffold14910.1
OG0003778	Dcor_evm.model.hic_scaffold_9_pilon.1038	Liom_evm.model.scaffold07967.1
OG0003779	Dcor_evm.model.hic_scaffold_9_pilon.1125	Liom_evm.model.scaffold08837.2
OG0003780	Dcor_evm.model.hic_scaffold_10_pilon.513	Liom_evm.model.scaffold42635.1
OG0003781	Dcor_evm.model.hic_scaffold_23_pilon.28	Liom_evm.model.scaffold15660.1
OG0003781	Dcor_evm.model.hic_scaffold_6_pilon.56, Dcor_evm.model.hic_scaffold_3_pilon.1477, Dcor_evm.model.hic_scaffold_8_pilon.3, Dcor_evm.model.contig_24_pilon.1, Dcor_evm.model.contig_35_pilon.2	Liom_evm.model.scaffold17922.1, Liom_evm.model.scaffold43150.1, Liom_evm.model.scaffold26572.1, Liom_evm.model.scaffold38650.1
OG0003783	Dcor_evm.model.hic_scaffold_3_pilon.728	Liom_evm.model.scaffold42286.2
OG0003784	Dcor_evm.model.hic_scaffold_10_pilon.187	Liom_evm.model.scaffold43745.3
OG0003785	Dcor_evm.model.hic_scaffold_3_pilon.404	Liom_evm.model.scaffold58394.1
OG0003786	Dcor_evm.model.hic_scaffold_9_pilon.236	Liom_evm.model.scaffold27476.1
OG0003787	Dcor_evm.model.hic_scaffold_10_pilon.1043	Liom_evm.model.scaffold33375.1
OG0003788	Dcor_evm.model.hic_scaffold_5_pilon.1503	Liom_evm.model.scaffold59283.1
OG0003789	Dcor_evm.model.hic_scaffold_5_pilon.1441	Liom_evm.model.scaffold05916.1
OG0003790	Dcor_evm.model.hic_scaffold_14_pilon.13, Dcor_evm.model.hic_scaffold_9_pilon.378	Liom_evm.model.scaffold39384.1
OG0003791	Dcor_evm.model.hic_scaffold_1_pilon.82, Dcor_evm.model.hic_scaffold_4_pilon.1390, Dcor_evm.model.hic_scaffold_1_pilon.83	Liom_evm.model.scaffold19294.1
OG0003792	Dcor_evm.model.hic_scaffold_9_pilon.360	Liom_evm.model.scaffold10877.1, Liom_evm.model.scaffold02906.1
OG0003793	Dcor_evm.model.hic_scaffold_3_pilon.93	Liom_evm.model.scaffold11460.1
OG0003794	Dcor_evm.model.hic_scaffold_2_pilon.618	Liom_evm.model.scaffold54456.2
OG0003796	Dcor_evm.model.hic_scaffold_2_pilon.484	Liom_evm.model.scaffold58544.2
OG0003797	Dcor_evm.model.hic_scaffold_3_pilon.810	Liom_evm.model.scaffold25555.1
OG0003798	Dcor_evm.model.hic_scaffold_9_pilon.1635	Liom_evm.model.scaffold56943.3
OG0003799	Dcor_evm.model.hic_scaffold_10_pilon.21	Liom_evm.model.scaffold03833.5
OG0003800	Dcor_evm.model.hic_scaffold_10_pilon.106	Liom_evm.model.scaffold35347.1
OG0003801	Dcor_evm.model.hic_scaffold_9_pilon.1462	Liom_evm.model.scaffold48456.2
OG0003802	Dcor_evm.model.hic_scaffold_7_pilon.476	Liom_evm.model.scaffold38711.2
OG0003803	Dcor_evm.model.hic_scaffold_7_pilon.19	Liom_evm.model.scaffold57818.6
OG0003804	Dcor_evm.model.hic_scaffold_4_pilon.741	Liom_evm.model.scaffold14703.1
OG0003805	Dcor_evm.model.hic_scaffold_4_pilon.555	Liom_evm.model.scaffold52710.1, Liom_evm.model.scaffold30449.1, Liom_evm.model.scaffold04636.1
OG0003806	Dcor_evm.model.hic_scaffold_5_pilon.856	Liom_evm.model.scaffold30561.1
OG0003807	Dcor_evm.model.hic_scaffold_3_pilon.644	Liom_evm.model.scaffold35645.1
OG0003808	Dcor_evm.model.hic_scaffold_3_pilon.764	Liom_evm.model.scaffold17986.3
OG0003809	Dcor_evm.model.hic_scaffold_5_pilon.710	Liom_evm.model.scaffold17512.1
OG0003811	Dcor_evm.model.hic_scaffold_16_pilon.194, Dcor_evm.model.hic_scaffold_6_pilon.490	Liom_evm.model.scaffold44363.2
OG0003812	Dcor_evm.model.hic_scaffold_9_pilon.107	Liom_evm.model.scaffold25390.2, Liom_evm.model.scaffold19198.1
OG0003813	Dcor_evm.model.hic_scaffold_1_pilon.279	Liom_evm.model.scaffold02829.3
OG0003814	Dcor_evm.model.hic_scaffold_1_pilon.854	Liom_evm.model.scaffold51874.2
OG0003815	Dcor_evm.model.hic_scaffold_3_pilon.1303	Liom_evm.model.scaffold44906.1
OG0003816	Dcor_evm.model.hic_scaffold_10_pilon.39	Liom_evm.model.scaffold11000.1
OG0003817	Dcor_evm.model.hic_scaffold_4_pilon.1086	Liom_evm.model.scaffold18243.4
OG0003819	Dcor_evm.model.hic_scaffold_1_pilon.319	Liom_evm.model.scaffold35340.2, Liom_evm.model.scaffold35340.1
OG0003820	Dcor_evm.model.hic_scaffold_9_pilon.1647	Liom_evm.model.scaffold10824.1
OG0003821	Dcor_evm.model.hic_scaffold_9_pilon.909	Liom_evm.model.scaffold53083.1
OG0003822	Dcor_evm.model.hic_scaffold_8_pilon.292	Liom_evm.model.scaffold44280.2
OG0003823	Dcor_evm.model.hic_scaffold_2_pilon.782	Liom_evm.model.scaffold15856.1
OG0003824	Dcor_evm.model.hic_scaffold_6_pilon.1251	Liom_evm.model.scaffold27249.1
OG0003825	Dcor_evm.model.hic_scaffold_8_pilon.838	Liom_evm.model.scaffold22615.3
OG0003826	Dcor_evm.model.hic_scaffold_9_pilon.1390	Liom_evm.model.scaffold15062.3
OG0003827	Dcor_evm.model.hic_scaffold_1_pilon.745	Liom_evm.model.scaffold17843.1
OG0003828	Dcor_evm.model.hic_scaffold_6_pilon.1302	Liom_evm.model.scaffold40161.1
OG0003829	Dcor_evm.model.hic_scaffold_2_pilon.534, Dcor_evm.model.hic_scaffold_2_pilon.480	Liom_evm.model.scaffold01979.2
OG0003830	Dcor_evm.model.hic_scaffold_5_pilon.1038	Liom_evm.model.scaffold24987.1
OG0003831	Dcor_evm.model.hic_scaffold_2_pilon.744, Dcor_evm.model.hic_scaffold_5_pilon.893, Dcor_evm.model.hic_scaffold_5_pilon.892	Liom_evm.model.scaffold24489.2
OG0003832	Dcor_evm.model.hic_scaffold_7_pilon.644, Dcor_evm.model.hic_scaffold_15_pilon.105	Liom_evm.model.scaffold00720.2
OG0003833	Dcor_evm.model.hic_scaffold_53_pilon.6	Liom_evm.model.scaffold30342.1
OG0003834	Dcor_evm.model.hic_scaffold_4_pilon.192, Dcor_evm.model.hic_scaffold_4_pilon.131	Liom_evm.model.scaffold13603.1
OG0003835	Dcor_evm.model.hic_scaffold_2_pilon.138	Liom_evm.model.scaffold15107.1
OG0003836	Dcor_evm.model.hic_scaffold_10_pilon.1040	Liom_evm.model.scaffold39815.1
OG0003837	Dcor_evm.model.hic_scaffold_4_pilon.1276	Liom_evm.model.scaffold02758.1
OG0003838	Dcor_evm.model.hic_scaffold_3_pilon.950	Liom_evm.model.scaffold21058.1
OG0003839	Dcor_evm.model.hic_scaffold_10_pilon.176, Dcor_evm.model.hic_scaffold_10_pilon.173	Liom_evm.model.scaffold36835.1
OG0003840	Dcor_evm.model.hic_scaffold_5_pilon.1494	Liom_evm.model.scaffold25539.2
OG0003841	Dcor_evm.model.hic_scaffold_5_pilon.42	Liom_evm.model.scaffold23924.1
OG0003843	Dcor_evm.model.hic_scaffold_9_pilon.892	Liom_evm.model.scaffold32573.1
OG0003844	Dcor_evm.model.hic_scaffold_12_pilon.23, Dcor_evm.model.hic_scaffold_3_pilon.1375	Liom_evm.model.scaffold27161.4
OG0003846	Dcor_evm.model.hic_scaffold_3_pilon.1102	Liom_evm.model.scaffold09762.2
OG0003848	Dcor_evm.model.hic_scaffold_8_pilon.174	Liom_evm.model.scaffold49611.1
OG0003849	Dcor_evm.model.hic_scaffold_6_pilon.357	Liom_evm.model.scaffold06020.2
OG0003852	Dcor_evm.model.hic_scaffold_5_pilon.31	Liom_evm.model.scaffold00640.1
OG0003853	Dcor_evm.model.hic_scaffold_8_pilon.728	Liom_evm.model.scaffold57632.3
OG0003854	Dcor_evm.model.hic_scaffold_2_pilon.592	Liom_evm.model.scaffold22589.1
OG0003855	Dcor_evm.model.hic_scaffold_2_pilon.777	Liom_evm.model.scaffold15784.2
OG0003856	Dcor_evm.model.hic_scaffold_3_pilon.1338	Liom_evm.model.scaffold61040.5
OG0003857	Dcor_evm.model.hic_scaffold_1_pilon.512	Liom_evm.model.scaffold02786.4
OG0003858	Dcor_evm.model.hic_scaffold_8_pilon.53	Liom_evm.model.scaffold22606.1
OG0003859	Dcor_evm.model.hic_scaffold_1_pilon.171	Liom_evm.model.scaffold38308.1, Liom_evm.model.scaffold53882.1
OG0003860	Dcor_evm.model.hic_scaffold_6_pilon.1030	Liom_evm.model.scaffold00005.4, Liom_evm.model.scaffold02841.1
OG0003861	Dcor_evm.model.hic_scaffold_4_pilon.154, Dcor_evm.model.hic_scaffold_4_pilon.155	Liom_evm.model.scaffold57283.1
OG0003862	Dcor_evm.model.hic_scaffold_7_pilon.384	Liom_evm.model.scaffold22316.1
OG0003863	Dcor_evm.model.hic_scaffold_16_pilon.220, Dcor_evm.model.hic_scaffold_6_pilon.466	Liom_evm.model.scaffold01336.1
OG0003864	Dcor_evm.model.hic_scaffold_3_pilon.251, Dcor_evm.model.hic_scaffold_3_pilon.249	Liom_evm.model.scaffold05272.5
OG0003865	Dcor_evm.model.hic_scaffold_3_pilon.1506	Liom_evm.model.scaffold02849.2
OG0003866	Dcor_evm.model.hic_scaffold_16_pilon.53, Dcor_evm.model.hic_scaffold_6_pilon.774, Dcor_evm.model.hic_scaffold_6_pilon.773	Liom_evm.model.scaffold12235.2
OG0003867	Dcor_evm.model.hic_scaffold_10_pilon.959	Liom_evm.model.scaffold15756.4
OG0003868	Dcor_evm.model.hic_scaffold_4_pilon.644	Liom_evm.model.scaffold51101.2
OG0003869	Dcor_evm.model.hic_scaffold_4_pilon.1258	Liom_evm.model.scaffold06589.2
OG0003870	Dcor_evm.model.hic_scaffold_1_pilon.260	Liom_evm.model.scaffold42648.1
OG0003871	Dcor_evm.model.hic_scaffold_10_pilon.1230, Dcor_evm.model.hic_scaffold_10_pilon.1231	Liom_evm.model.scaffold39834.1, Liom_evm.model.scaffold24551.1
OG0003872	Dcor_evm.model.hic_scaffold_7_pilon.1502	Liom_evm.model.scaffold49292.1
OG0003873	Dcor_evm.model.hic_scaffold_7_pilon.142	Liom_evm.model.scaffold32925.1, Liom_evm.model.scaffold13174.1
OG0003874	Dcor_evm.model.hic_scaffold_1_pilon.544	Liom_evm.model.scaffold16916.1, Liom_evm.model.scaffold16183.2
OG0003875	Dcor_evm.model.hic_scaffold_1_pilon.543	Liom_evm.model.scaffold16183.1
OG0003876	Dcor_evm.model.hic_scaffold_6_pilon.970	Liom_evm.model.scaffold25075.1
OG0003877	Dcor_evm.model.hic_scaffold_5_pilon.1227	Liom_evm.model.scaffold48364.1
OG0003878	Dcor_evm.model.hic_scaffold_1_pilon.289	Liom_evm.model.scaffold44816.3
OG0003879	Dcor_evm.model.hic_scaffold_9_pilon.880	Liom_evm.model.scaffold46939.1
OG0003880	Dcor_evm.model.hic_scaffold_7_pilon.1301, Dcor_evm.model.hic_scaffold_7_pilon.1302	Liom_evm.model.scaffold48744.2
OG0003881	Dcor_evm.model.hic_scaffold_10_pilon.116	Liom_evm.model.scaffold10335.1
OG0003883	Dcor_evm.model.hic_scaffold_5_pilon.1196, Dcor_evm.model.scaffold5916_size1081.1	Liom_evm.model.scaffold12269.2
OG0003884	Dcor_evm.model.hic_scaffold_5_pilon.374, Dcor_evm.model.hic_scaffold_8_pilon.170	Liom_evm.model.scaffold29522.2
OG0003885	Dcor_evm.model.hic_scaffold_10_pilon.1210	Liom_evm.model.scaffold44852.1, Liom_evm.model.scaffold34564.1
OG0003886	Dcor_evm.model.hic_scaffold_8_pilon.878	Liom_evm.model.scaffold42291.2
OG0003887	Dcor_evm.model.hic_scaffold_9_pilon.1399	Liom_evm.model.scaffold50617.2
OG0003888	Dcor_evm.model.hic_scaffold_1_pilon.605	Liom_evm.model.scaffold23247.6
OG0003889	Dcor_evm.model.hic_scaffold_6_pilon.1690	Liom_evm.model.scaffold46115.2
OG0003890	Dcor_evm.model.hic_scaffold_10_pilon.272	Liom_evm.model.scaffold19425.3
OG0003891	Dcor_evm.model.hic_scaffold_3_pilon.276	Liom_evm.model.scaffold08890.1
OG0003892	Dcor_evm.model.hic_scaffold_11_pilon.8, Dcor_evm.model.hic_scaffold_11_pilon.7, Dcor_evm.model.hic_scaffold_4_pilon.861	Liom_evm.model.scaffold24357.2
OG0003893	Dcor_evm.model.hic_scaffold_4_pilon.1141	Liom_evm.model.scaffold14381.1
OG0003894	Dcor_evm.model.hic_scaffold_5_pilon.817	Liom_evm.model.scaffold37222.3
OG0003895	Dcor_evm.model.hic_scaffold_9_pilon.1306	Liom_evm.model.scaffold06763.1
OG0003896	Dcor_evm.model.hic_scaffold_9_pilon.895	Liom_evm.model.scaffold42237.2
OG0003897	Dcor_evm.model.hic_scaffold_8_pilon.264	Liom_evm.model.scaffold16376.2
OG0003898	Dcor_evm.model.hic_scaffold_8_pilon.17	Liom_evm.model.scaffold12738.1
OG0003899	Dcor_evm.model.hic_scaffold_5_pilon.1283	Liom_evm.model.scaffold29154.2
OG0003900	Dcor_evm.model.hic_scaffold_1_pilon.183	Liom_evm.model.scaffold09885.1
OG0003901	Dcor_evm.model.hic_scaffold_6_pilon.1008	Liom_evm.model.scaffold54407.1
OG0003902	Dcor_evm.model.hic_scaffold_10_pilon.433	Liom_evm.model.scaffold59216.1
OG0003903	Dcor_evm.model.hic_scaffold_9_pilon.1868	Liom_evm.model.scaffold46549.3
OG0003904	Dcor_evm.model.hic_scaffold_3_pilon.730	Liom_evm.model.scaffold05347.2
OG0003905	Dcor_evm.model.hic_scaffold_1_pilon.809	Liom_evm.model.scaffold55485.1
OG0003906	Dcor_evm.model.hic_scaffold_16_pilon.206, Dcor_evm.model.hic_scaffold_6_pilon.479	Liom_evm.model.scaffold35991.1
OG0003907	Dcor_evm.model.hic_scaffold_41_pilon.14	Liom_evm.model.scaffold59767.3
OG0003908	Dcor_evm.model.hic_scaffold_9_pilon.1688	Liom_evm.model.scaffold25634.3
OG0003909	Dcor_evm.model.hic_scaffold_9_pilon.1692	Liom_evm.model.scaffold22330.1
OG0003910	Dcor_evm.model.hic_scaffold_14_pilon.62, Dcor_evm.model.hic_scaffold_9_pilon.432	Liom_evm.model.scaffold18953.1
OG0003911	Dcor_evm.model.hic_scaffold_9_pilon.1576	Liom_evm.model.scaffold24209.1
OG0003912	Dcor_evm.model.hic_scaffold_5_pilon.671	Liom_evm.model.scaffold04050.2
OG0003913	Dcor_evm.model.hic_scaffold_5_pilon.489	Liom_evm.model.scaffold49022.1
OG0003915	Dcor_evm.model.hic_scaffold_6_pilon.1497	Liom_evm.model.scaffold15897.1
OG0003916	Dcor_evm.model.hic_scaffold_2_pilon.108	Liom_evm.model.scaffold48481.2
OG0003917	Dcor_evm.model.hic_scaffold_8_pilon.891	Liom_evm.model.scaffold00246.1
OG0003918	Dcor_evm.model.hic_scaffold_3_pilon.1091	Liom_evm.model.scaffold38207.1
OG0003919	Dcor_evm.model.hic_scaffold_5_pilon.297	Liom_evm.model.scaffold19885.1
OG0003920	Dcor_evm.model.hic_scaffold_6_pilon.1205	Liom_evm.model.scaffold06534.1
OG0003921	Dcor_evm.model.hic_scaffold_6_pilon.868	Liom_evm.model.scaffold26838.1
OG0003924	Dcor_evm.model.contig_92_pilon.1	Liom_evm.model.scaffold47079.1
OG0003925	Dcor_evm.model.hic_scaffold_7_pilon.217	Liom_evm.model.scaffold02131.1
OG0003926	Dcor_evm.model.hic_scaffold_7_pilon.219	Liom_evm.model.scaffold06707.1
OG0003928	Dcor_evm.model.hic_scaffold_9_pilon.1857	Liom_evm.model.scaffold20513.2
OG0003929	Dcor_evm.model.hic_scaffold_9_pilon.902	Liom_evm.model.scaffold19770.2
OG0003930	Dcor_evm.model.hic_scaffold_3_pilon.1454	Liom_evm.model.scaffold53685.1
OG0003931	Dcor_evm.model.hic_scaffold_13_pilon.40, Dcor_evm.model.hic_scaffold_9_pilon.624	Liom_evm.model.scaffold31999.1, Liom_evm.model.scaffold26552.1
OG0003932	Dcor_evm.model.hic_scaffold_5_pilon.992	Liom_evm.model.scaffold08264.2
OG0003933	Dcor_evm.model.hic_scaffold_9_pilon.1270, Dcor_evm.model.hic_scaffold_8_pilon.19	Liom_evm.model.scaffold06414.2
OG0003934	Dcor_evm.model.hic_scaffold_9_pilon.1314	Liom_evm.model.scaffold02173.4, Liom_evm.model.scaffold09627.2
OG0003935	Dcor_evm.model.hic_scaffold_1_pilon.146, Dcor_evm.model.hic_scaffold_42_pilon.23	Liom_evm.model.scaffold53732.1, Liom_evm.model.scaffold47162.3, Liom_evm.model.scaffold50743.1
OG0003936	Dcor_evm.model.hic_scaffold_9_pilon.796	Liom_evm.model.scaffold54776.3
OG0003939	Dcor_evm.model.hic_scaffold_12_pilon.35, Dcor_evm.model.hic_scaffold_12_pilon.34, Dcor_evm.model.hic_scaffold_3_pilon.1386	Liom_evm.model.scaffold32894.2, Liom_evm.model.scaffold18983.1
OG0003940	Dcor_evm.model.hic_scaffold_9_pilon.263	Liom_evm.model.scaffold25610.3
OG0003941	Dcor_evm.model.hic_scaffold_10_pilon.68	Liom_evm.model.scaffold49212.1
OG0003942	Dcor_evm.model.hic_scaffold_7_pilon.564	Liom_evm.model.scaffold50364.1
OG0003943	Dcor_evm.model.hic_scaffold_9_pilon.94	Liom_evm.model.scaffold33889.1
OG0003944	Dcor_evm.model.hic_scaffold_9_pilon.952	Liom_evm.model.scaffold25868.5
OG0003945	Dcor_evm.model.hic_scaffold_13_pilon.42, Dcor_evm.model.hic_scaffold_9_pilon.622	Liom_evm.model.scaffold36463.3
OG0003947	Dcor_evm.model.hic_scaffold_1_pilon.96	Liom_evm.model.scaffold31886.3
OG0003948	Dcor_evm.model.hic_scaffold_5_pilon.572	Liom_evm.model.scaffold54392.1
OG0003949	Dcor_evm.model.hic_scaffold_10_pilon.698	Liom_evm.model.scaffold50512.1
OG0003951	Dcor_evm.model.hic_scaffold_3_pilon.897	Liom_evm.model.scaffold32283.1, Liom_evm.model.scaffold48235.1
OG0003952	Dcor_evm.model.hic_scaffold_8_pilon.912	Liom_evm.model.scaffold08626.2
OG0003953	Dcor_evm.model.hic_scaffold_2_pilon.353	Liom_evm.model.scaffold03504.2
OG0003957	Dcor_evm.model.hic_scaffold_6_pilon.1042	Liom_evm.model.scaffold36625.2
OG0003958	Dcor_evm.model.hic_scaffold_6_pilon.1021	Liom_evm.model.scaffold24637.2
OG0003959	Dcor_evm.model.hic_scaffold_4_pilon.954	Liom_evm.model.scaffold02901.2
OG0003960	Dcor_evm.model.hic_scaffold_5_pilon.1507	Liom_evm.model.scaffold11110.2
OG0003961	Dcor_evm.model.hic_scaffold_2_pilon.313, Dcor_evm.model.hic_scaffold_5_pilon.1290, Dcor_evm.model.hic_scaffold_5_pilon.1289	Liom_evm.model.scaffold46661.1
OG0003962	Dcor_evm.model.hic_scaffold_16_pilon.223, Dcor_evm.model.hic_scaffold_6_pilon.463	Liom_evm.model.scaffold17206.2
OG0003963	Dcor_evm.model.hic_scaffold_8_pilon.186	Liom_evm.model.scaffold01550.1
OG0003964	Dcor_evm.model.hic_scaffold_1_pilon.528	Liom_evm.model.scaffold18285.1
OG0003965	Dcor_evm.model.hic_scaffold_10_pilon.152	Liom_evm.model.scaffold55451.1
OG0003966	Dcor_evm.model.hic_scaffold_4_pilon.34, Dcor_evm.model.hic_scaffold_4_pilon.283	Liom_evm.model.scaffold33850.1
OG0003967	Dcor_evm.model.hic_scaffold_9_pilon.1007	Liom_evm.model.scaffold52123.7
OG0003968	Dcor_evm.model.hic_scaffold_8_pilon.888	Liom_evm.model.scaffold36028.1
OG0003969	Dcor_evm.model.hic_scaffold_6_pilon.101	Liom_evm.model.scaffold14306.3
OG0003970	Dcor_evm.model.hic_scaffold_7_pilon.446	Liom_evm.model.scaffold05148.1
OG0003971	Dcor_evm.model.hic_scaffold_4_pilon.169, Dcor_evm.model.hic_scaffold_4_pilon.153	Liom_evm.model.scaffold01482.1
OG0003972	Dcor_evm.model.hic_scaffold_8_pilon.144	Liom_evm.model.scaffold38217.1
OG0003973	Dcor_evm.model.hic_scaffold_5_pilon.1510	Liom_evm.model.scaffold05490.5
OG0003974	Dcor_evm.model.hic_scaffold_3_pilon.1237, Dcor_evm.model.hic_scaffold_9_pilon.1160	Liom_evm.model.scaffold16590.2
OG0003975	Dcor_evm.model.hic_scaffold_8_pilon.511	Liom_evm.model.scaffold27312.3
OG0003976	Dcor_evm.model.hic_scaffold_4_pilon.437	Liom_evm.model.scaffold42945.2
OG0003977	Dcor_evm.model.hic_scaffold_4_pilon.285, Dcor_evm.model.hic_scaffold_4_pilon.32	Liom_evm.model.scaffold14940.2, Liom_evm.model.scaffold41709.2
OG0003978	Dcor_evm.model.hic_scaffold_2_pilon.351	Liom_evm.model.scaffold36485.4
OG0003979	Dcor_evm.model.hic_scaffold_10_pilon.1186	Liom_evm.model.scaffold30200.2
OG0003980	Dcor_evm.model.hic_scaffold_10_pilon.1191, Dcor_evm.model.contig_140_pilon.4	Liom_evm.model.scaffold03782.1
