Geneid	Length	22784	23406	H13	H14	22783	23386	23404	H11	H12	22785
Hol_evm.model.scaffold08065.4	492	2	1	0	4	3	0	2	12	8	0
Hol_evm.model.scaffold08065.5	759	7	2	0	0	2	0	7	92	3	15
Hol_evm.model.scaffold08065.6	234	0	0	0	0	1	0	0	4	3	0
Hol_evm.model.scaffold08065.7	399	0	3	0	2	12	0	0	3	1	2
Hol_evm.model.scaffold08066.1	222	42	47	42	67	13	0	23	34	26	229
Hol_evm.model.scaffold08068.1	1278	34	27	122	112	73	0	35	315	564	44
Hol_evm.model.scaffold08069.1	465	386	90	230	214	56	0	312	1	156	409
Hol_evm.model.scaffold08070.1	1137	0	1	2	2	309	0	0	5	2	0
Hol_evm.model.scaffold08082.1	339	2	0	0	0	10	0	1	10	1	1
Hol_evm.model.scaffold08084.1	573	2	1	0	0	8	0	0	0	4	3
Hol_evm.model.scaffold08088.4	187	1	2	0	8	2	0	0	4	7	1
Hol_evm.model.scaffold08088.1	273	0	0	0	2	1	0	0	7	11	4
Hol_evm.model.scaffold08088.2	750	57	21	220	73	19	0	33	6	50	4
Hol_evm.model.scaffold08088.3	474	103	3	876	23972	67	0	72	7033	2071	25
Hol_evm.model.scaffold08090.1	438	0	0	0	4	1	0	6	0	4	0
Hol_evm.model.scaffold08093.1	639	1	2	1	1	10	0	0	15	7	3
Hol_evm.model.scaffold08094.1	351	0	5	2	1	15	0	33	3	139	1
Hol_evm.model.scaffold08095.1	1259	282	873	401	1401	4208	671	616	50	8	2
Hol_evm.model.scaffold08095.2	4832	832	677	832	2457	4495	1110	1122	227	458	13
Hol_evm.model.scaffold08097.1	558	1	1	2	0	6	0	1	20	22	0
Hol_evm.model.scaffold08097.2	930	744	758	318	1300	3750	737	590	1412	646	190
Hol_evm.model.scaffold08097.3	882	1	1	2	4	6	0	1	19	8	0
Hol_evm.model.scaffold08097.4	471	3	0	2	3	5	0	0	26	23	0
Hol_evm.model.scaffold08097.5	417	1	1	0	1	7	0	2	8	22	2
Hol_evm.model.scaffold08104.1	694	1132	24	445	230	113	0	479	41	4173	13
Hol_evm.model.scaffold08108.1	1101	1874	1744	1039	2487	386	2429	989	237	2390	728
Hol_evm.model.scaffold08108.2	1041	672	456	533	453	386	5339	857	1306	2153	2887
Hol_evm.model.scaffold08108.3	483	124	102	92	388	64	0	97	295	172	65
Hol_evm.model.scaffold08108.4	2316	308	136	186	888	82	276	118	1449	1107	897
Hol_evm.model.scaffold08108.5	333	193	1	124	585	64	0	149	562	404	496
Hol_evm.model.scaffold08108.6	831	76	123	414	730	190	0	187	328	35	262
Hol_evm.model.scaffold08110.1	1005	1	0	1	0	11	0	0	8	0	0
Hol_evm.model.scaffold08110.2	1494	3	2	0	2	11	0	7	11	11	0
Hol_evm.model.scaffold08110.3	303	1	1	0	0	7	0	0	3	4	0
Hol_evm.model.scaffold08110.4	1221	131	9	2	4	23	0	10	9	11	620
Hol_evm.model.scaffold08110.5	249	32	0	0	0	3	0	11	5	0	103
Hol_evm.model.scaffold08110.6	345	1	2	2	2	2	0	3	7	2	0
Hol_evm.model.scaffold08112.1	258	387	181	132	161	48	473	549	272	147	207
Hol_evm.model.scaffold08116.1	328	22	22	13	0	3	0	5	0	0	0
Hol_evm.model.scaffold08116.2	291	0	0	0	1	0	0	0	2	0	0
Hol_evm.model.scaffold08116.3	438	0	0	0	2	2	0	1	2	0	0
Hol_evm.model.scaffold08116.4	750	147	56	135	81	4	0	68	148	171	126
Hol_evm.model.scaffold08116.5	444	1	0	0	2	2	0	1	4	3	2
Hol_evm.model.scaffold08116.6	1002	206	72	255	785	22	0	163	366	318	321
Hol_evm.model.scaffold08116.7	537	2	0	0	0	13	0	0	3	1	5
Hol_evm.model.scaffold08116.8	240	0	0	0	0	1	0	1	5	0	2
Hol_evm.model.scaffold08116.9	699	2	0	0	2	2	0	1	17	15	1
Hol_evm.model.scaffold08117.1	2198	0	2	0	4	8	0	0	12	26	1
Hol_evm.model.scaffold08121.1	169	0	0	0	3	2	0	0	1	2	229
Hol_evm.model.scaffold08121.2	477	269	438	556	557	226	0	574	37	102	533
Hol_evm.model.scaffold08121.3	1560	1972	1042	1534	1242	948	44	2354	1668	2120	2631
Hol_evm.model.scaffold08121.4	1950	18	18	93	10	16	1	4	20	7	7
Hol_evm.model.scaffold08121.5	972	454	227	601	630	170	0	339	20	557	199
Hol_evm.model.scaffold08122.1	806	6	1	0	5	16	0	1	12	7	3
Hol_evm.model.scaffold08124.1	593	3	2	0	1	7	0	4	7	8	333
Hol_evm.model.scaffold08128.1	396	0	0	0	0	0	0	0	1	2	0
Hol_evm.model.scaffold08128.2	560	1	1	0	0	4	0	0	1	1	0
Hol_evm.model.scaffold08131.1	291	2	1	1	2	0	0	0	12	14	1
Hol_evm.model.scaffold08131.2	576	2	0	2	1	1	0	0	8	10	0
Hol_evm.model.scaffold08131.3	1587	7	6	7	19	6	0	5	55	47	7
Hol_evm.model.scaffold08131.4	255	0	0	0	0	0	0	0	0	0	0
Hol_evm.model.scaffold08134.1	1455	418	49	259	444	48	0	352	248	515	1095
Hol_evm.model.scaffold08134.2	459	55	18	7	0	4	0	4	1	3	17
Hol_evm.model.scaffold08134.3	456	7	0	0	0	3	0	1	10	4	36
Hol_evm.model.scaffold08137.1	840	48	22	63	0	43	0	4	3	4	29
Hol_evm.model.scaffold08139.1	201	0	0	0	1	2	0	1	0	7	3
Hol_evm.model.scaffold08140.1	3399	23	33	143	30	36	0	10	112	71	16
Hol_evm.model.scaffold08140.2	1044	2172	2145	1809	725	402	0	1212	47	1112	5698
Hol_evm.model.scaffold08140.3	1917	4	84	15	5	10	0	52	22	14	4
Hol_evm.model.scaffold08140.4	1116	670	255	423	405	36	0	451	13	370	38
Hol_evm.model.scaffold08140.5	3729	10	46	12	4	79	0	18	46	44	17
Hol_evm.model.scaffold08140.6	6078	18	16	23	14	43	0	13	109	168	20
Hol_evm.model.scaffold08143.1	5058	1604	1244	1500	1335	802	11	999	368	774	2396
Hol_evm.model.scaffold08144.1	336	1	0	0	3	0	0	0	4	3	10
Hol_evm.model.scaffold08144.2	279	2	1	1	0	0	0	3	2	0	1
Hol_evm.model.scaffold08144.3	270	10	1	10	11	4	0	2	35	26	158
Hol_evm.model.scaffold08144.4	2118	89	56	88	43	21	0	35	77	116	28
Hol_evm.model.scaffold08144.5	984	0	16	0	2	3	0	2	8	5	7
Hol_evm.model.scaffold08144.6	1326	42	39	80	8	44	0	5	15	16	2419
Hol_evm.model.scaffold08144.7	828	1584	198	1517	718	30	0	786	1211	195	465
Hol_evm.model.scaffold08144.8	786	40	21	37	31	9	0	63	7	70	86
Hol_evm.model.scaffold08144.9	789	2	4	51	2	11	0	9	66	5	19
Hol_evm.model.scaffold08144.10	759	2	1	0	2	1	0	0	11	3	6
Hol_evm.model.scaffold08144.11	2259	127	486	3	44	17	2583	2124	120	82	9
Hol_evm.model.scaffold08145.1	273	2	0	0	4	15	0	0	15	10	0
Hol_evm.model.scaffold08148.1	1665	1881	1592	2108	837	911	343	2158	221	1116	1813
Hol_evm.model.scaffold08153.1	1605	6	4	2	1	30	0	0	8	5	4
Hol_evm.model.scaffold08153.2	636	1	11	0	3	5	0	1	18	13	8
Hol_evm.model.scaffold08153.3	564	3	8	6	11	401	0	5	26	35	1
Hol_evm.model.scaffold08153.4	2082	529	131	311	1083	157	0	466	205	337	306
Hol_evm.model.scaffold08153.5	648	2088	1388	2145	2085	253	5314	1050	1263	3172	1505
Hol_evm.model.scaffold08153.6	2142	380	93	83	1018	228	367	336	302	540	608
Hol_evm.model.scaffold08153.7	777	2265	797	1491	3564	341	5115	2538	2657	5232	1213
Hol_evm.model.scaffold08153.8	4074	259	239	271	526	412	0	534	415	516	184
Hol_evm.model.scaffold08153.9	1041	1954	286	774	1170	465	180	750	1205	1941	812
Hol_evm.model.scaffold08153.10	204	856	63	328	403	39	9	279	287	289	350
Hol_evm.model.scaffold08153.11	624	8781	1898	2647	2508	1208	1989	3075	2191	4703	3384
Hol_evm.model.scaffold08153.12	5256	5601	6638	4106	3314	1718	834	2744	1322	1284	2372
Hol_evm.model.scaffold08153.13	843	5015	1769	4979	4849	1481	549	2639	3296	6277	4711
Hol_evm.model.scaffold08153.14	2040	374	210	403	198	91	0	234	49	23	1138
Hol_evm.model.scaffold08153.15	609	1515	438	1187	4184	324	7433	1965	2032	3918	1858
Hol_evm.model.scaffold08153.16	588	3811	3082	5283	4849	1754	3408	6992	4786	9297	4003
Hol_evm.model.scaffold08153.17	774	963	314	916	558	135	4	414	633	879	445
Hol_evm.model.scaffold08153.18	1983	865	345	897	946	219	31	790	1406	2184	715
Hol_evm.model.scaffold08154.1	366	311	7	34	1	2	0	10	6	9	255
Hol_evm.model.scaffold08155.1	963	714	328	407	249	237	0	253	88	14	2465
Hol_evm.model.scaffold08155.2	900	522	176	204	220	261	0	141	465	931	2724
Hol_evm.model.scaffold08158.1	411	0	0	0	0	0	7	0	0	0	0
Hol_evm.model.scaffold08158.2	312	0	0	0	0	0	6	0	8	0	0
Hol_evm.model.scaffold08159.1	476	1	0	6	0	4	0	0	1	1	6
Hol_evm.model.scaffold08163.1	898	1	5	0	0	4	0	2	18	12	1
Hol_evm.model.scaffold08164.1	392	2	20	0	0	392	0	17	2	4	3
Hol_evm.model.scaffold08164.2	207	5	2	8	3	80	0	5	0	0	248
Hol_evm.model.scaffold08166.1	175	2	1	1	0	2	0	0	8	3	1
Hol_evm.model.scaffold08166.2	1620	742	457	659	730	250	0	428	203	300	609
Hol_evm.model.scaffold08166.3	645	6776	3665	8233	6952	996	0	3286	3184	4347	1057
Hol_evm.model.scaffold08166.4	1467	65	77	44	25	197	0	74	96	18	568
Hol_evm.model.scaffold08166.5	729	3710	1614	6024	9600	599	620	3950	4332	7988	3477
Hol_evm.model.scaffold08166.6	1884	37	3	142	206	21	0	67	143	66	34
Hol_evm.model.scaffold08166.7	1116	518	188	698	520	403	7054	354	1425	0	2412
Hol_evm.model.scaffold08166.8	1434	1	2	2	2	596	0	571	256	1470	6
Hol_evm.model.scaffold08166.9	1383	70	35	196	25	9910	93410	103962	44797	135101	7
Hol_evm.model.scaffold08174.1	321	2	0	3	0	2	0	0	10	5	19
Hol_evm.model.scaffold08176.1	1046	1808	1389	1015	1409	837	194	902	493	1923	1966
Hol_evm.model.scaffold08176.2	2547	571	587	254	845	253	0	375	550	135	1633
Hol_evm.model.scaffold08176.3	5082	340	91	425	509	188	0	650	406	251	1386
Hol_evm.model.scaffold08176.4	372	3	1	0	0	3	0	1	3	3	19
Hol_evm.model.scaffold08179.1	747	1	1	0	0	7	0	1	2	4	0
Hol_evm.model.scaffold08179.2	498	61	0	35	0	10	0	24	5	0	174
Hol_evm.model.scaffold08179.3	339	34	9	12	1	4	0	17	15	1	60
Hol_evm.model.scaffold08180.1	651	97	87	111	193	44	0	92	269	98	781
Hol_evm.model.scaffold08180.2	390	8889	2504	6587	4942	1645	11413	10131	4642	21657	3862
Hol_evm.model.scaffold08180.3	912	1540	129	1161	1672	214	18	630	447	691	2779
Hol_evm.model.scaffold08182.1	1173	65	59	63	59	50	0	124	103	250	155
Hol_evm.model.scaffold08182.2	984	1	3	2	0	6	0	2	44	11	3
Hol_evm.model.scaffold08182.3	306	1	0	6	24	0	0	1	12	17	1
Hol_evm.model.scaffold08187.1	2517	4	1	4	0	16	0	7	20	10	1
Hol_evm.model.scaffold08190.1	1395	5378	1470	5071	2155	1247	359	2323	835	3059	1357
Hol_evm.model.scaffold08193.1	1314	390	38	105	654	62	0	288	443	623	953
Hol_evm.model.scaffold08194.1	834	149	38	252	148	93	0	950	507	145	31
Hol_evm.model.scaffold08196.1	528	1255	3964	589	326	181	56418	9701	192	270	240
Hol_evm.model.scaffold08204.1	837	882	557	914	1360	165	0	795	51	534	726
Hol_evm.model.scaffold08204.2	324	2	0	20	4	2	0	0	0	2	1
Hol_evm.model.scaffold08204.3	285	11	1	33	1	1	0	3	35	0	8
Hol_evm.model.scaffold08204.4	327	18	8	54	43	1	0	3	209	1	15
Hol_evm.model.scaffold08205.1	228	0	7	2	1	4	0	0	1	0	5
Hol_evm.model.scaffold08205.2	282	231	211	81	42	21	519	186	22	106	624
Hol_evm.model.scaffold08205.3	1878	7790	6138	3519	3267	1673	12235	4586	522	2697	16184
Hol_evm.model.scaffold08205.4	1431	984	243	1066	720	205	0	192	271	746	1649
Hol_evm.model.scaffold08205.5	612	7	1	3	4	67	0	8	2	3	98
Hol_evm.model.scaffold08205.6	435	4	0	2	0	3	0	1	2	2	31
Hol_evm.model.scaffold08212.1	1830	270	168	209	361	55	0	337	150	9	607
Hol_evm.model.scaffold08212.2	3567	627	362	1180	773	113	0	576	385	289	3142
Hol_evm.model.scaffold08212.3	717	6	77	11	7	678	0	7	8	5	20
Hol_evm.model.scaffold08212.4	3514	31	67	10	51	2151	1	94	72	101	9
Hol_evm.model.scaffold08213.1	1790	5	2	4	10	27	0	3	16	9	0
Hol_evm.model.scaffold08213.2	954	97	17	38	2	868	4005	1887	1883	1111	91
Hol_evm.model.scaffold08213.3	2661	619	361	1123	1704	208	2446	590	583	887	1433
Hol_evm.model.scaffold08213.4	2283	4	2	1	0	16	0	18	7	12	1009
Hol_evm.model.scaffold08214.1	276	326	85	1	52	5	0	5	101	10	3
Hol_evm.model.scaffold08214.2	702	97	37	0	10	5	0	1	4	0	0
Hol_evm.model.scaffold08214.3	597	3131	2217	6915	14326	363	1202	1540	2188	2793	96
Hol_evm.model.scaffold08214.4	690	27	0	22	5	2	0	1	1	0	0
Hol_evm.model.scaffold08214.5	207	0	2	0	0	4	0	1	5	0	0
Hol_evm.model.scaffold08214.6	228	143	179	335	301	24	0	102	49	132	3
Hol_evm.model.scaffold08214.7	237	628	602	2063	1922	295	18	497	223	495	10
Hol_evm.model.scaffold08214.8	288	24	47	22	4	3	0	8	4	1	104
Hol_evm.model.scaffold08219.1	518	0	0	0	0	1	0	0	1	2	19
Hol_evm.model.scaffold08219.2	1608	2	3	4	23	16	0	0	46	26	647
Hol_evm.model.scaffold08219.3	2616	3	6	4	960	22	0	4	867	22	10
Hol_evm.model.scaffold08219.4	297	29	112	118	63	29	0	9	18	58	4
Hol_evm.model.scaffold08219.5	14064	43	28	25	122	137	0	41	254	294	142
Hol_evm.model.scaffold08219.6	723	1	1	0	3	5	0	3	6	14	97
Hol_evm.model.scaffold08220.1	1266	1448	1088	534	1199	250	0	2052	365	1415	749
Hol_evm.model.scaffold08220.2	1551	1476	332	2032	3956	126	0	951	1195	2503	1218
Hol_evm.model.scaffold08220.3	618	430	248	505	578	144	0	366	305	645	735
Hol_evm.model.scaffold08220.4	561	0	7	0	37	7	0	2	161	0	1
Hol_evm.model.scaffold08224.1	225	21	52	24	3	1	0	8	10	4	2
Hol_evm.model.scaffold08226.1	243	180	95	100	269	12	0	131	113	14	1190
Hol_evm.model.scaffold08226.2	1329	882	576	759	2237	206	0	943	1005	1208	5932
Hol_evm.model.scaffold08226.3	9444	2930	1369	1214	180	414	1999	1312	383	1317	150
Hol_evm.model.scaffold08226.4	366	1496	818	1186	2510	392	7	1083	1918	3927	1419
Hol_evm.model.scaffold08226.5	1089	0	3	0	4	4	0	3	4	11	2
Hol_evm.model.scaffold08228.1	195	0	12	2	1	10	0	2	15	5	0
Hol_evm.model.scaffold08228.2	1815	11	10	6	32	16	0	5	88	94	12
Hol_evm.model.scaffold08229.1	289	2	2	0	2	10	0	1	26	24	1
Hol_evm.model.scaffold08229.2	377	1	0	0	2	11	0	2	20	6	0
Hol_evm.model.scaffold08230.1	840	221	135	271	354	68	0	201	567	16	1303
Hol_evm.model.scaffold08230.2	2568	1716	459	2453	12062	1034	58	569	3172	2277	451
Hol_evm.model.scaffold08230.3	336	12815	7363	43317	238972	6583	648	9037	62466	28724	305
Hol_evm.model.scaffold08231.1	339	27915	18579	52550	516367	6222	805	13336	81356	39855	1114
Hol_evm.model.scaffold08231.2	201	36	57	10	445	2	0	29	97	1	5
Hol_evm.model.scaffold08231.3	312	664	250	400	27745	65	0	849	13198	825	43
Hol_evm.model.scaffold08231.4	207	21	57	22	343	15	1	35	300	20	23
Hol_evm.model.scaffold08231.5	273	7177	5561	2008	2851	509	852	1043	966	861	210
Hol_evm.model.scaffold08231.6	642	988	747	442	643	68	0	152	42	485	8
Hol_evm.model.scaffold08231.7	3312	10159	5140	6633	15761	1114	1	5408	2120	9219	1016
Hol_evm.model.scaffold08231.8	3165	7507	1254	1848	626	410	1	1380	40	1293	647
Hol_evm.model.scaffold08231.9	1554	713	315	993	819	15	0	85	335	26	11
Hol_evm.model.scaffold08231.10	3390	453	219	410	290	612	0	575	1082	931	980
Hol_evm.model.scaffold08231.11	819	187	83	88	13	38	0	47	3	30	481
Hol_evm.model.scaffold08231.12	828	555	466	762	267	279	4	551	469	2977	807
Hol_evm.model.scaffold08231.13	1998	604	223	430	201	112	2	362	184	163	912
Hol_evm.model.scaffold08231.14	570	234	33	306	308	92	0	78	4	947	21
Hol_evm.model.scaffold08231.15	378	0	0	0	0	2	0	0	1	2	0
Hol_evm.model.scaffold08236.1	1028	2	2	0	20	7	0	2	13	17	2
Hol_evm.model.scaffold08238.1	1524	11746	6890	16843	427668	3403	237	3752	34951	13866	1469
Hol_evm.model.scaffold08238.2	594	531	227	1447	1982	234	0	847	3219	2807	562
Hol_evm.model.scaffold08238.3	654	102	87	322	206	285	0	67	535	728	317
Hol_evm.model.scaffold08238.4	588	411	170	889	407	142	0	443	694	1507	304
Hol_evm.model.scaffold08238.5	771	224	190	414	657	94	0	180	11	386	978
Hol_evm.model.scaffold08238.6	729	14	28	81	0	8	0	45	11	0	37
Hol_evm.model.scaffold08238.7	390	468	542	818	716	485	669	885	664	1836	341
Hol_evm.model.scaffold08238.8	1731	0	74	0	8	7	0	4	0	5	576
Hol_evm.model.scaffold08238.9	2370	672	429	441	300	376	0	232	708	1577	1879
Hol_evm.model.scaffold08240.1	963	0	0	4	5	18	0	4	17	18	3
Hol_evm.model.scaffold08241.1	363	243	346	318	760	100	15	909	540	618	413
Hol_evm.model.scaffold08241.2	699	576	176	189	1849	142	0	280	1330	841	901
Hol_evm.model.scaffold08241.3	2295	69	37	296	22	113	0	106	488	504	182
Hol_evm.model.scaffold08241.4	768	326	345	348	365	349	0	262	873	348	759
Hol_evm.model.scaffold08241.5	795	805	481	839	997	49	0	199	340	14	1039
Hol_evm.model.scaffold08241.6	1263	1456	1209	1203	2798	846	3	1312	762	1282	1426
Hol_evm.model.scaffold08241.7	1809	762	221	335	1419	157	0	583	494	682	1628
Hol_evm.model.scaffold08241.8	49517	3461	3186	685	961	473	6	642	1053	1458	218
Hol_evm.model.scaffold08242.1	234	1	0	0	1	0	0	2	4	1	0
Hol_evm.model.scaffold08243.1	431	1	0	0	0	3	0	0	8	0	21
Hol_evm.model.scaffold08244.1	378	1	1	0	1	3	0	0	5	18	2
Hol_evm.model.scaffold08244.2	1404	2	0	4	12	7	27	10	36	29	12
Hol_evm.model.scaffold08244.3	354	3	1	0	1	3	0	0	4	9	2
Hol_evm.model.scaffold08246.1	1092	773	189	469	764	97	1990	392	509	198	1637
Hol_evm.model.scaffold08248.1	913	1	1	0	1	5	0	13	1	15	7
Hol_evm.model.scaffold08250.1	3777	255	57	35	39	97	0	188	33	195	1246
Hol_evm.model.scaffold08250.2	3624	2989	1199	2925	4442	816	1903	3220	914	4303	3887
Hol_evm.model.scaffold08250.3	777	1018	443	435	579	104	0	392	462	1350	1876
Hol_evm.model.scaffold08250.4	2472	598	69	268	2	27	0	60	34	250	12623
Hol_evm.model.scaffold08250.5	3777	35	75	0	0	26	0	4	21	24	999
Hol_evm.model.scaffold08250.6	462	1	0	0	13	45	0	62	4	56	13
Hol_evm.model.scaffold08250.7	3084	747	76	238	782	234	0	416	169	1013	1602
Hol_evm.model.scaffold08250.8	1176	86	16	190	150	59	0	33	35	208	103
Hol_evm.model.scaffold08250.9	1362	239	43	38	109	64	0	10	73	67	160
Hol_evm.model.scaffold08250.10	615	632	268	520	1047	241	0	350	548	1104	491
Hol_evm.model.scaffold08251.1	349	1	0	0	49	1	0	1	64	0	1
Hol_evm.model.scaffold08253.1	475	221	87	267	191	7	0	255	58	449	159
Hol_evm.model.scaffold08253.2	933	66	21	13	0	21	0	49	132	4	817
Hol_evm.model.scaffold08253.3	840	0	0	0	2	4	0	1	8	0	48
Hol_evm.model.scaffold08254.1	485	16	27	0	3	35	0	2	5	0	4
Hol_evm.model.scaffold08257.1	2505	412	253	75	19	39	1	234	81	253	607
Hol_evm.model.scaffold08257.2	432	17	20	1	0	4	0	11	1	2	22
Hol_evm.model.scaffold08261.1	177	7	4	6	17	7	36	117	45	91	5
Hol_evm.model.scaffold08261.2	1749	3	1	0	5	11	0	4	12	15	0
Hol_evm.model.scaffold08262.1	462	1	1	0	0	2	0	2	2	2	1
Hol_evm.model.scaffold08263.1	7166	123	128	15	18	52	0	46	58	102	188
Hol_evm.model.scaffold08263.2	1992	20	20	9	8	18	0	3	31	84	325
Hol_evm.model.scaffold08263.3	8712	3972	2218	3169	2748	590	1	2403	1060	4079	3882
Hol_evm.model.scaffold08269.1	204	0	1	0	0	2	0	0	1	5	1
Hol_evm.model.scaffold08269.2	1089	0	0	0	2	7	0	3	10	10	8
Hol_evm.model.scaffold08269.3	426	268	248	395	1125	177	392	386	459	484	499
Hol_evm.model.scaffold08269.4	1593	756	269	245	376	413	0	346	371	353	1042
Hol_evm.model.scaffold08269.5	618	2317	801	2771	4762	370	15	2755	4354	8936	1500
Hol_evm.model.scaffold08269.6	1149	149	223	167	294	19	0	193	216	407	584
Hol_evm.model.scaffold08269.7	570	0	18	0	0	0	0	3	4	2	0
Hol_evm.model.scaffold08273.1	2667	3886	2620	4139	2085	1329	307	3774	2013	1822	3747
Hol_evm.model.scaffold08273.2	1164	335	46	471	392	57	68	631	896	279	888
Hol_evm.model.scaffold08277.1	1617	6	3	0	6	15	0	3	23	12	7
Hol_evm.model.scaffold08280.1	723	182	127	226	533	97	0	96	318	159	298
Hol_evm.model.scaffold08280.2	267	192	84	174	276	280	1	100	76	390	369
Hol_evm.model.scaffold08281.1	2631	631	194	107	175	39	0	148	21	22	4514
Hol_evm.model.scaffold08281.2	888	538	412	646	723	155	0	590	687	349	1229
Hol_evm.model.scaffold08281.3	1326	54	82	1	156	0	0	1	19	46	811
Hol_evm.model.scaffold08281.4	372	10	0	8	3	0	0	2	84	54	5
Hol_evm.model.scaffold08281.5	633	1	1	0	0	1	0	0	3	3	0
Hol_evm.model.scaffold08281.6	459	0	0	0	0	0	0	0	0	8	0
Hol_evm.model.scaffold08281.7	489	2	1	0	0	3	0	0	7	3	31
Hol_evm.model.scaffold08281.8	291	5	26	11	0	1	0	3	1	13	5
Hol_evm.model.scaffold08281.9	1005	610	677	910	269	401	0	345	301	1380	54
Hol_evm.model.scaffold08281.10	2094	1942	1735	4021	7919	86	13131	1667	876	793	157
Hol_evm.model.scaffold08281.11	5511	626	237	136	461	176	0	372	16	24	1467
Hol_evm.model.scaffold08281.12	591	611	182	370	865	138	331	424	667	635	992
Hol_evm.model.scaffold08281.13	3123	1485	424	1576	2255	407	5	946	656	1273	2042
Hol_evm.model.scaffold08281.14	1593	355	556	540	73	53	0	543	4	89	630
Hol_evm.model.scaffold08281.15	3828	312	86	469	778	195	1	357	376	763	2320
Hol_evm.model.scaffold08281.16	1227	842	318	651	318	20	1873	569	35	243	1392
Hol_evm.model.scaffold08281.17	807	585	776	548	861	166	148	543	733	40	2121
Hol_evm.model.scaffold08281.18	1104	1707	583	4112	4590	245	0	952	2290	2475	1340
Hol_evm.model.scaffold08281.19	612	1434	213	733	14	76	125	382	12	48	7875
Hol_evm.model.scaffold08281.20	264	32	11	15	97	2	0	4	3	121	32
Hol_evm.model.scaffold08281.21	879	78	2	9	321	3	0	35	75	240	86
Hol_evm.model.scaffold08281.22	696	15	4	5	28	6	0	1	96	77	8
Hol_evm.model.scaffold08281.23	504	392	325	458	514	142	0	421	317	602	739
Hol_evm.model.scaffold08281.24	909	1032	573	355	759	165	0	793	165	779	1106
Hol_evm.model.scaffold08281.25	1923	2	9	2	8	84	0	4	20	22	13
Hol_evm.model.scaffold08281.26	561	1	0	0	1	28	0	1	4	2	0
Hol_evm.model.scaffold08281.27	2511	14	1	5	104	26	0	17	24	35	1162
Hol_evm.model.scaffold08281.28	930	2	0	3	1	6	0	0	9	9	25
Hol_evm.model.scaffold08281.29	432	83	13	2	1	0	0	24	5	2	5
Hol_evm.model.scaffold08281.30	1445	545	102	121	10	2	2	86	20	114	44
Hol_evm.model.scaffold08282.1	379	4	3	0	0	9	0	12	4	5	4
Hol_evm.model.scaffold08282.2	502	2	0	0	14	49	0	6	65	69	5
Hol_evm.model.scaffold08284.1	1607	1	2	2	5	4	0	1	5	15	12
Hol_evm.model.scaffold08290.1	1352	1532	1480	5683	1078	1347	0	1108	703	2136	520
Hol_evm.model.scaffold08290.2	615	679	159	388	1358	139	676	231	908	849	1120
Hol_evm.model.scaffold08290.3	2061	422	88	211	12	35	15	19	33	29	1984
Hol_evm.model.scaffold08290.4	744	333	144	496	355	79	0	240	889	32	296
Hol_evm.model.scaffold08296.1	213	0	0	0	0	1	0	0	1	0	0
Hol_evm.model.scaffold08297.1	387	0	1	0	0	3	0	1	6	11	0
Hol_evm.model.scaffold08297.2	405	1	2	2	0	3	0	1	9	28	0
Hol_evm.model.scaffold08297.3	216	0	0	2	2	1	0	0	4	11	1
Hol_evm.model.scaffold08297.4	234	0	0	2	6	6	0	0	22	12	0
Hol_evm.model.scaffold08297.5	1086	3	4	1	21	10	0	1	47	28	6
Hol_evm.model.scaffold08298.1	2743	127	34	275	101	35	16	126	100	91	202
Hol_evm.model.scaffold08298.2	1605	530	340	1581	1775	292	6126	719	436	539	445
Hol_evm.model.scaffold08299.1	711	1	6	0	0	15	0	0	3	7	3
Hol_evm.model.scaffold08301.1	606	10	6	0	7	35	0	4	30	20	0
Hol_evm.model.scaffold08303.1	648	5	2	1	3	3	0	2	15	17	3
Hol_evm.model.scaffold08303.2	585	25	9	11	23	10	0	11	6	13	19
Hol_evm.model.scaffold08304.1	1577	107	20	42	14	53	0	25	67	90	38
Hol_evm.model.scaffold08305.1	1839	516	94	99	157	161	0	176	419	336	545
Hol_evm.model.scaffold08305.2	1374	630	107	655	193	431	2174	1672	1446	1339	140
Hol_evm.model.scaffold08305.3	1287	822	965	775	2268	99	0	234	160	22	1931
Hol_evm.model.scaffold08310.1	2598	91	38	14	2	80	2	99	77	88	292
Hol_evm.model.scaffold08311.1	344	1	4	0	3	3	0	5	2	4	21
Hol_evm.model.scaffold08312.1	655	2	1	0	0	2	0	1	7	19	0
Hol_evm.model.scaffold08312.2	705	649	337	687	1724	62	0	588	1161	2696	1840
Hol_evm.model.scaffold08312.3	1218	1919	912	1182	1889	401	163	1167	144	1210	2671
Hol_evm.model.scaffold08312.4	1659	460	254	407	715	257	0	280	475	812	1257
Hol_evm.model.scaffold08316.1	1881	3	55	0	107	13	0	6	31	17	2
Hol_evm.model.scaffold08316.2	363	21	74	147	234	44	0	72	432	204	59
Hol_evm.model.scaffold08316.3	1698	1862	265	634	28	293	4800	426	256	1521	936
Hol_evm.model.scaffold08316.4	396	597	331	530	1259	131	1337	493	986	1013	482
Hol_evm.model.scaffold08316.5	930	803	627	1263	1848	243	363	758	1222	3538	1111
Hol_evm.model.scaffold08317.1	391	3	1	2	7	2	0	1	13	21	2
Hol_evm.model.scaffold08320.1	1485	3	2	0	4	8	0	2	21	19	3
Hol_evm.model.scaffold08320.2	1752	6	3	9	14	8	0	2	69	46	5
Hol_evm.model.scaffold08320.3	375	21	6	20	21	61	0	6	57	106	21
