Orthogroup	Dalotia_update.aa	Holobus.aa
OG0003311	Dcor_evm.model.hic_scaffold_13_pilon.88, Dcor_evm.model.hic_scaffold_9_pilon.581	Hol_evm.model.scaffold01244.1
OG0003312	Dcor_evm.model.hic_scaffold_3_pilon.445	Hol_evm.model.scaffold07258.1
OG0003313	Dcor_evm.model.hic_scaffold_7_pilon.326	Hol_evm.model.scaffold15105.1
OG0003314	Dcor_evm.model.hic_scaffold_5_pilon.259	Hol_evm.model.scaffold18700.1
OG0003316	Dcor_evm.model.hic_scaffold_10_pilon.1110	Hol_evm.model.scaffold18291.9
OG0003317	Dcor_evm.model.hic_scaffold_14_pilon.89, Dcor_evm.model.hic_scaffold_6_pilon.631	Hol_evm.model.scaffold17877.5
OG0003318	Dcor_evm.model.hic_scaffold_7_pilon.393	Hol_evm.model.scaffold12071.1
OG0003319	Dcor_evm.model.hic_scaffold_6_pilon.1792, Dcor_evm.model.scaffold4313_size1216.1	Hol_evm.model.scaffold07986.1
OG0003320	Dcor_evm.model.hic_scaffold_6_pilon.1000	Hol_evm.model.scaffold04481.1
OG0003321	Dcor_evm.model.hic_scaffold_9_pilon.88	Hol_evm.model.scaffold09818.2
OG0003322	Dcor_evm.model.hic_scaffold_1_pilon.794	Hol_evm.model.scaffold16512.2
OG0003323	Dcor_evm.model.hic_scaffold_7_pilon.892	Hol_evm.model.scaffold02232.5
OG0003324	Dcor_evm.model.hic_scaffold_6_pilon.1056	Hol_evm.model.scaffold14283.3
OG0003325	Dcor_evm.model.hic_scaffold_5_pilon.1357	Hol_evm.model.scaffold01263.1
OG0003326	Dcor_evm.model.hic_scaffold_7_pilon.1154	Hol_evm.model.scaffold05242.6
OG0003327	Dcor_evm.model.hic_scaffold_12_pilon.26, Dcor_evm.model.hic_scaffold_3_pilon.1378, Dcor_evm.model.hic_scaffold_12_pilon.27, Dcor_evm.model.hic_scaffold_3_pilon.1379	Hol_evm.model.scaffold01936.3
OG0003328	Dcor_evm.model.hic_scaffold_8_pilon.204	Hol_evm.model.scaffold15087.2
OG0003329	Dcor_evm.model.hic_scaffold_8_pilon.515	Hol_evm.model.scaffold18942.7
OG0003330	Dcor_evm.model.hic_scaffold_4_pilon.1372, Dcor_evm.model.hic_scaffold_1_pilon.64, Dcor_evm.model.hic_scaffold_4_pilon.1371	Hol_evm.model.scaffold00933.1, Hol_evm.model.scaffold07416.1
OG0003331	Dcor_evm.model.hic_scaffold_4_pilon.31, Dcor_evm.model.hic_scaffold_4_pilon.286	Hol_evm.model.scaffold00348.5
OG0003332	Dcor_evm.model.hic_scaffold_1_pilon.229	Hol_evm.model.scaffold17599.4
OG0003333	Dcor_evm.model.hic_scaffold_9_pilon.653, Dcor_evm.model.hic_scaffold_13_pilon.16, Dcor_evm.model.hic_scaffold_9_pilon.652	Hol_evm.model.scaffold03236.1, Hol_evm.model.scaffold05634.1
OG0003334	Dcor_evm.model.WTDall_ctg7781.1, Dcor_evm.model.hic_scaffold_8_pilon.268	Hol_evm.model.scaffold12581.20
OG0003335	Dcor_evm.model.hic_scaffold_7_pilon.985	Hol_evm.model.scaffold04746.2
OG0003336	Dcor_evm.model.hic_scaffold_41_pilon.26	Hol_evm.model.scaffold03060.1
OG0003337	Dcor_evm.model.hic_scaffold_5_pilon.517	Hol_evm.model.scaffold00346.9
OG0003338	Dcor_evm.model.hic_scaffold_6_pilon.1653	Hol_evm.model.scaffold07991.1
OG0003339	Dcor_evm.model.hic_scaffold_8_pilon.743	Hol_evm.model.scaffold13872.1, Hol_evm.model.scaffold02563.2
OG0003342	Dcor_evm.model.hic_scaffold_2_pilon.239	Hol_evm.model.scaffold10911.4
OG0003343	Dcor_evm.model.hic_scaffold_3_pilon.123	Hol_evm.model.scaffold13132.12
OG0003344	Dcor_evm.model.hic_scaffold_8_pilon.810	Hol_evm.model.scaffold18942.4
OG0003345	Dcor_evm.model.hic_scaffold_6_pilon.1760	Hol_evm.model.scaffold05729.5
OG0003346	Dcor_evm.model.hic_scaffold_6_pilon.1419	Hol_evm.model.scaffold15213.5
OG0003347	Dcor_evm.model.hic_scaffold_6_pilon.200	Hol_evm.model.scaffold15963.4
OG0003348	Dcor_evm.model.hic_scaffold_10_pilon.1282	Hol_evm.model.scaffold09240.2
OG0003349	Dcor_evm.model.hic_scaffold_10_pilon.1385	Hol_evm.model.scaffold00100.3
OG0003350	Dcor_evm.model.hic_scaffold_2_pilon.444	Hol_evm.model.scaffold07613.1
OG0003352	Dcor_evm.model.hic_scaffold_7_pilon.149	Hol_evm.model.scaffold12839.2
OG0003353	Dcor_evm.model.hic_scaffold_6_pilon.1169	Hol_evm.model.scaffold05729.7
OG0003354	Dcor_evm.model.hic_scaffold_16_pilon.73, Dcor_evm.model.hic_scaffold_6_pilon.761	Hol_evm.model.scaffold10035.6
OG0003355	Dcor_evm.model.hic_scaffold_6_pilon.1091	Hol_evm.model.scaffold12896.4
OG0003356	Dcor_evm.model.hic_scaffold_8_pilon.845	Hol_evm.model.scaffold01166.18
OG0003358	Dcor_evm.model.hic_scaffold_10_pilon.480	Hol_evm.model.scaffold03452.3
OG0003360	Dcor_evm.model.hic_scaffold_3_pilon.1482	Hol_evm.model.scaffold03089.2
OG0003361	Dcor_evm.model.hic_scaffold_9_pilon.890	Hol_evm.model.scaffold12711.10
OG0003362	Dcor_evm.model.hic_scaffold_10_pilon.692	Hol_evm.model.scaffold17828.1
OG0003363	Dcor_evm.model.hic_scaffold_3_pilon.1155	Hol_evm.model.scaffold05301.3
OG0003364	Dcor_evm.model.hic_scaffold_3_pilon.1244, Dcor_evm.model.hic_scaffold_9_pilon.1166	Hol_evm.model.scaffold08241.3
OG0003365	Dcor_evm.model.hic_scaffold_1_pilon.883	Hol_evm.model.scaffold06361.4
OG0003366	Dcor_evm.model.hic_scaffold_4_pilon.1107, Dcor_evm.model.hic_scaffold_5_pilon.1471	Hol_evm.model.scaffold01232.16
OG0003367	Dcor_evm.model.hic_scaffold_9_pilon.813	Hol_evm.model.scaffold11943.2
OG0003370	Dcor_evm.model.hic_scaffold_9_pilon.1525, Dcor_evm.model.hic_scaffold_9_pilon.1526	Hol_evm.model.scaffold07668.3
OG0003372	Dcor_evm.model.hic_scaffold_2_pilon.699	Hol_evm.model.scaffold13127.7
OG0003374	Dcor_evm.model.hic_scaffold_15_pilon.46, Dcor_evm.model.hic_scaffold_7_pilon.706	Hol_evm.model.scaffold17936.2
OG0003375	Dcor_evm.model.hic_scaffold_16_pilon.79, Dcor_evm.model.hic_scaffold_6_pilon.753	Hol_evm.model.scaffold02789.1
OG0003376	Dcor_evm.model.hic_scaffold_6_pilon.915	Hol_evm.model.scaffold00524.1
OG0003378	Dcor_evm.model.hic_scaffold_6_pilon.880	Hol_evm.model.scaffold01661.6
OG0003379	Dcor_evm.model.hic_scaffold_10_pilon.1375	Hol_evm.model.scaffold02631.7
OG0003380	Dcor_evm.model.hic_scaffold_6_pilon.1353	Hol_evm.model.scaffold09356.4
OG0003382	Dcor_evm.model.hic_scaffold_8_pilon.634, Dcor_evm.model.hic_scaffold_8_pilon.960, Dcor_evm.model.hic_scaffold_8_pilon.633	Hol_evm.model.scaffold07026.2
OG0003383	Dcor_evm.model.hic_scaffold_2_pilon.360	Hol_evm.model.scaffold14285.1
OG0003384	Dcor_evm.model.hic_scaffold_2_pilon.760	Hol_evm.model.scaffold12274.3
OG0003385	Dcor_evm.model.hic_scaffold_6_pilon.1563, Dcor_evm.model.hic_scaffold_6_pilon.1564	Hol_evm.model.scaffold03948.4
OG0003387	Dcor_evm.model.hic_scaffold_3_pilon.689	Hol_evm.model.scaffold05930.3
OG0003389	Dcor_evm.model.hic_scaffold_7_pilon.299	Hol_evm.model.scaffold03907.2
OG0003390	Dcor_evm.model.hic_scaffold_4_pilon.363	Hol_evm.model.scaffold04112.5
OG0003391	Dcor_evm.model.hic_scaffold_9_pilon.183	Hol_evm.model.scaffold04116.13
OG0003392	Dcor_evm.model.hic_scaffold_4_pilon.1135	Hol_evm.model.scaffold03654.1
OG0003393	Dcor_evm.model.hic_scaffold_5_pilon.967	Hol_evm.model.scaffold11622.5
OG0003394	Dcor_evm.model.hic_scaffold_5_pilon.963	Hol_evm.model.scaffold01493.4
OG0003395	Dcor_evm.model.hic_scaffold_10_pilon.1205	Hol_evm.model.scaffold03560.13
OG0003396	Dcor_evm.model.hic_scaffold_8_pilon.687	Hol_evm.model.scaffold11024.20
OG0003397	Dcor_evm.model.hic_scaffold_8_pilon.305	Hol_evm.model.scaffold11223.9
OG0003398	Dcor_evm.model.hic_scaffold_6_pilon.1295	Hol_evm.model.scaffold12797.1
OG0003399	Dcor_evm.model.hic_scaffold_6_pilon.1758	Hol_evm.model.scaffold06819.2, Hol_evm.model.scaffold06819.1
OG0003400	Dcor_evm.model.hic_scaffold_10_pilon.1195	Hol_evm.model.scaffold02515.3
OG0003401	Dcor_evm.model.hic_scaffold_10_pilon.883, Dcor_evm.model.hic_scaffold_10_pilon.882	Hol_evm.model.scaffold05456.2
OG0003402	Dcor_evm.model.hic_scaffold_25_pilon.15	Hol_evm.model.scaffold14336.6
OG0003403	Dcor_evm.model.hic_scaffold_2_pilon.437	Hol_evm.model.scaffold16284.5
OG0003404	Dcor_evm.model.hic_scaffold_5_pilon.1404	Hol_evm.model.scaffold12435.5
OG0003405	Dcor_evm.model.hic_scaffold_4_pilon.353	Hol_evm.model.scaffold08316.3
OG0003406	Dcor_evm.model.hic_scaffold_6_pilon.1075	Hol_evm.model.scaffold11027.5, Hol_evm.model.scaffold00229.4
OG0003407	Dcor_evm.model.hic_scaffold_8_pilon.16	Hol_evm.model.scaffold05717.18
OG0003408	Dcor_evm.model.hic_scaffold_6_pilon.1703	Hol_evm.model.scaffold15752.3, Hol_evm.model.scaffold05798.1
OG0003409	Dcor_evm.model.hic_scaffold_3_pilon.647	Hol_evm.model.scaffold12751.7
OG0003411	Dcor_evm.model.hic_scaffold_6_pilon.1366	Hol_evm.model.scaffold08394.1
OG0003412	Dcor_evm.model.hic_scaffold_2_pilon.770	Hol_evm.model.scaffold06109.1
OG0003413	Dcor_evm.model.hic_scaffold_8_pilon.363	Hol_evm.model.scaffold01315.1
OG0003414	Dcor_evm.model.hic_scaffold_15_pilon.59, Dcor_evm.model.hic_scaffold_7_pilon.693	Hol_evm.model.scaffold06747.3
OG0003415	Dcor_evm.model.hic_scaffold_6_pilon.1359	Hol_evm.model.scaffold02067.1
OG0003419	Dcor_evm.model.hic_scaffold_7_pilon.1333	Hol_evm.model.scaffold09002.11
OG0003420	Dcor_evm.model.hic_scaffold_3_pilon.1484	Hol_evm.model.scaffold16243.12
OG0003421	Dcor_evm.model.hic_scaffold_7_pilon.1139	Hol_evm.model.scaffold15240.3
OG0003423	Dcor_evm.model.hic_scaffold_2_pilon.476	Hol_evm.model.scaffold14872.2
OG0003424	Dcor_evm.model.hic_scaffold_7_pilon.531	Hol_evm.model.scaffold07542.3
OG0003425	Dcor_evm.model.hic_scaffold_15_pilon.117, Dcor_evm.model.hic_scaffold_7_pilon.633	Hol_evm.model.scaffold08743.3
OG0003426	Dcor_evm.model.hic_scaffold_10_pilon.1245	Hol_evm.model.scaffold01588.6
OG0003427	Dcor_evm.model.hic_scaffold_8_pilon.673	Hol_evm.model.scaffold02922.8
OG0003428	Dcor_evm.model.hic_scaffold_9_pilon.839	Hol_evm.model.scaffold16854.1
OG0003429	Dcor_evm.model.hic_scaffold_1_pilon.836	Hol_evm.model.scaffold09597.3
OG0003432	Dcor_evm.model.hic_scaffold_9_pilon.874	Hol_evm.model.scaffold11661.1
OG0003433	Dcor_evm.model.scaffold1119_size1961.1, Dcor_evm.model.hic_scaffold_10_pilon.1229	Hol_evm.model.scaffold13787.1, Hol_evm.model.scaffold02816.2
OG0003435	Dcor_evm.model.hic_scaffold_1_pilon.361	Hol_evm.model.scaffold00822.3
OG0003436	Dcor_evm.model.hic_scaffold_13_pilon.70, Dcor_evm.model.hic_scaffold_13_pilon.71, Dcor_evm.model.hic_scaffold_9_pilon.596	Hol_evm.model.scaffold08867.1
OG0003438	Dcor_evm.model.hic_scaffold_12_pilon.47, Dcor_evm.model.hic_scaffold_3_pilon.1398	Hol_evm.model.scaffold01591.5
OG0003448	Dcor_evm.model.hic_scaffold_7_pilon.1573	Hol_evm.model.scaffold00242.2
OG0003449	Dcor_evm.model.hic_scaffold_9_pilon.688	Hol_evm.model.scaffold08062.9
OG0003450	Dcor_evm.model.hic_scaffold_8_pilon.505	Hol_evm.model.scaffold04896.3
OG0003451	Dcor_evm.model.hic_scaffold_6_pilon.398	Hol_evm.model.scaffold15230.2
OG0003453	Dcor_evm.model.hic_scaffold_6_pilon.1596	Hol_evm.model.scaffold18606.17
OG0003454	Dcor_evm.model.hic_scaffold_10_pilon.1354	Hol_evm.model.scaffold10230.13
OG0003455	Dcor_evm.model.hic_scaffold_2_pilon.767	Hol_evm.model.scaffold00791.5
OG0003457	Dcor_evm.model.hic_scaffold_3_pilon.1296, Dcor_evm.model.hic_scaffold_9_pilon.1221	Hol_evm.model.scaffold05719.2
OG0003458	Dcor_evm.model.hic_scaffold_5_pilon.1406	Hol_evm.model.scaffold00923.5
OG0003459	Dcor_evm.model.hic_scaffold_5_pilon.1419	Hol_evm.model.scaffold00796.4
OG0003461	Dcor_evm.model.hic_scaffold_5_pilon.1511	Hol_evm.model.scaffold00963.10
OG0003462	Dcor_evm.model.hic_scaffold_5_pilon.686	Hol_evm.model.scaffold04943.7
OG0003463	Dcor_evm.model.hic_scaffold_25_pilon.4	Hol_evm.model.scaffold09017.8
OG0003464	Dcor_evm.model.hic_scaffold_3_pilon.1049	Hol_evm.model.scaffold01518.3
OG0003465	Dcor_evm.model.hic_scaffold_3_pilon.1052	Hol_evm.model.scaffold01518.5
OG0003466	Dcor_evm.model.hic_scaffold_8_pilon.420	Hol_evm.model.scaffold14240.24
OG0003467	Dcor_evm.model.hic_scaffold_7_pilon.193	Hol_evm.model.scaffold08581.3
OG0003468	Dcor_evm.model.hic_scaffold_1_pilon.667	Hol_evm.model.scaffold03309.10
OG0003469	Dcor_evm.model.hic_scaffold_2_pilon.378	Hol_evm.model.scaffold05077.6
OG0003471	Dcor_evm.model.hic_scaffold_6_pilon.1578	Hol_evm.model.scaffold10346.5
OG0003472	Dcor_evm.model.hic_scaffold_9_pilon.693, Dcor_evm.model.hic_scaffold_9_pilon.694, Dcor_evm.model.hic_scaffold_9_pilon.671	Hol_evm.model.scaffold14719.1
OG0003473	Dcor_evm.model.hic_scaffold_6_pilon.1402	Hol_evm.model.scaffold08212.1
OG0003474	Dcor_evm.model.hic_scaffold_3_pilon.477	Hol_evm.model.scaffold02327.3
OG0003475	Dcor_evm.model.hic_scaffold_3_pilon.478	Hol_evm.model.scaffold16602.2
OG0003476	Dcor_evm.model.hic_scaffold_5_pilon.347	Hol_evm.model.scaffold06467.3
OG0003477	Dcor_evm.model.hic_scaffold_7_pilon.16	Hol_evm.model.scaffold15894.2
OG0003478	Dcor_evm.model.hic_scaffold_3_pilon.1256, Dcor_evm.model.hic_scaffold_9_pilon.1176	Hol_evm.model.scaffold18942.27
OG0003479	Dcor_evm.model.hic_scaffold_5_pilon.378, Dcor_evm.model.hic_scaffold_8_pilon.94	Hol_evm.model.scaffold05685.21
OG0003480	Dcor_evm.model.hic_scaffold_8_pilon.61	Hol_evm.model.scaffold05685.19
OG0003481	Dcor_evm.model.hic_scaffold_1_pilon.905, Dcor_evm.model.hic_scaffold_1_pilon.907, Dcor_evm.model.hic_scaffold_4_pilon.434	Hol_evm.model.scaffold11440.1
OG0003482	Dcor_evm.model.hic_scaffold_9_pilon.1117	Hol_evm.model.scaffold12153.14
OG0003483	Dcor_evm.model.hic_scaffold_9_pilon.676	Hol_evm.model.scaffold10083.3
OG0003484	Dcor_evm.model.hic_scaffold_9_pilon.229	Hol_evm.model.scaffold01665.3
OG0003485	Dcor_evm.model.hic_scaffold_9_pilon.1027	Hol_evm.model.scaffold12023.6
OG0003486	Dcor_evm.model.hic_scaffold_9_pilon.184	Hol_evm.model.scaffold09672.2
OG0003487	Dcor_evm.model.hic_scaffold_9_pilon.612, Dcor_evm.model.hic_scaffold_13_pilon.52, Dcor_evm.model.hic_scaffold_9_pilon.611	Hol_evm.model.scaffold06711.2
OG0003488	Dcor_evm.model.hic_scaffold_10_pilon.932	Hol_evm.model.scaffold05961.2
OG0003489	Dcor_evm.model.hic_scaffold_25_pilon.39	Hol_evm.model.scaffold14809.1
OG0003490	Dcor_evm.model.hic_scaffold_18_pilon.2	Hol_evm.model.scaffold10870.3
OG0003492	Dcor_evm.model.hic_scaffold_7_pilon.860	Hol_evm.model.scaffold02708.1
OG0003494	Dcor_evm.model.hic_scaffold_4_pilon.1131	Hol_evm.model.scaffold15139.5
OG0003495	Dcor_evm.model.hic_scaffold_7_pilon.1348	Hol_evm.model.scaffold09002.12
OG0003496	Dcor_evm.model.hic_scaffold_7_pilon.1352	Hol_evm.model.scaffold07938.17
OG0003497	Dcor_evm.model.hic_scaffold_3_pilon.876, Dcor_evm.model.hic_scaffold_6_pilon.632	Hol_evm.model.scaffold17877.4
OG0003498	Dcor_evm.model.hic_scaffold_10_pilon.1048, Dcor_evm.model.hic_scaffold_8_pilon.483	Hol_evm.model.scaffold10192.1
OG0003499	Dcor_evm.model.hic_scaffold_1_pilon.245	Hol_evm.model.scaffold03177.7
OG0003500	Dcor_evm.model.hic_scaffold_1_pilon.34	Hol_evm.model.scaffold08933.12
OG0003501	Dcor_evm.model.hic_scaffold_8_pilon.517	Hol_evm.model.scaffold01166.3
OG0003502	Dcor_evm.model.hic_scaffold_8_pilon.222	Hol_evm.model.scaffold12581.53
OG0003503	Dcor_evm.model.hic_scaffold_9_pilon.1660, Dcor_evm.model.hic_scaffold_9_pilon.1602	Hol_evm.model.scaffold10595.3
OG0003505	Dcor_evm.model.hic_scaffold_16_pilon.189, Dcor_evm.model.hic_scaffold_6_pilon.496	Hol_evm.model.scaffold02799.2
OG0003506	Dcor_evm.model.hic_scaffold_6_pilon.947	Hol_evm.model.scaffold14175.4
OG0003508	Dcor_evm.model.hic_scaffold_5_pilon.1079	Hol_evm.model.scaffold16312.1
OG0003509	Dcor_evm.model.hic_scaffold_41_pilon.2	Hol_evm.model.scaffold04570.2
OG0003510	Dcor_evm.model.hic_scaffold_4_pilon.68, Dcor_evm.model.hic_scaffold_4_pilon.246	Hol_evm.model.scaffold01330.3
OG0003511	Dcor_evm.model.hic_scaffold_3_pilon.411	Hol_evm.model.scaffold04915.2
OG0003512	Dcor_evm.model.hic_scaffold_3_pilon.441	Hol_evm.model.scaffold09609.18
OG0003513	Dcor_evm.model.hic_scaffold_5_pilon.1380	Hol_evm.model.scaffold00406.4
OG0003514	Dcor_evm.model.hic_scaffold_6_pilon.1588	Hol_evm.model.scaffold07547.3
OG0003515	Dcor_evm.model.hic_scaffold_10_pilon.973	Hol_evm.model.scaffold06388.3
OG0003516	Dcor_evm.model.hic_scaffold_5_pilon.1017	Hol_evm.model.scaffold04943.3
OG0003517	Dcor_evm.model.hic_scaffold_8_pilon.475, Dcor_evm.model.hic_scaffold_8_pilon.476	Hol_evm.model.scaffold18402.16
OG0003518	Dcor_evm.model.hic_scaffold_3_pilon.401	Hol_evm.model.scaffold00048.3
OG0003519	Dcor_evm.model.hic_scaffold_5_pilon.669	Hol_evm.model.scaffold07598.6
OG0003520	Dcor_evm.model.hic_scaffold_7_pilon.293	Hol_evm.model.scaffold02708.3
OG0003521	Dcor_evm.model.hic_scaffold_5_pilon.1267, Dcor_evm.model.hic_scaffold_5_pilon.1266	Hol_evm.model.scaffold16361.1
OG0003522	Dcor_evm.model.hic_scaffold_5_pilon.1240	Hol_evm.model.scaffold00923.2
OG0003523	Dcor_evm.model.hic_scaffold_9_pilon.367	Hol_evm.model.scaffold18406.1
OG0003524	Dcor_evm.model.hic_scaffold_6_pilon.1213	Hol_evm.model.scaffold16625.4
OG0003525	Dcor_evm.model.hic_scaffold_2_pilon.611	Hol_evm.model.scaffold00791.2
OG0003528	Dcor_evm.model.hic_scaffold_1_pilon.208	Hol_evm.model.scaffold02880.2
OG0003529	Dcor_evm.model.hic_scaffold_1_pilon.821	Hol_evm.model.scaffold18118.2
OG0003530	Dcor_evm.model.hic_scaffold_8_pilon.63	Hol_evm.model.scaffold12153.5
OG0003531	Dcor_evm.model.hic_scaffold_1_pilon.147, Dcor_evm.model.hic_scaffold_42_pilon.24	Hol_evm.model.scaffold05928.2
OG0003532	Dcor_evm.model.hic_scaffold_8_pilon.404	Hol_evm.model.scaffold05685.29
OG0003533	Dcor_evm.model.hic_scaffold_5_pilon.845	Hol_evm.model.scaffold04542.2
OG0003534	Dcor_evm.model.hic_scaffold_5_pilon.1078	Hol_evm.model.scaffold03416.2
OG0003535	Dcor_evm.model.hic_scaffold_1_pilon.233	Hol_evm.model.scaffold10192.4
OG0003536	Dcor_evm.model.hic_scaffold_8_pilon.682	Hol_evm.model.scaffold16190.5
OG0003537	Dcor_evm.model.contig_10_pilon.3, Dcor_evm.model.hic_scaffold_7_pilon.351	Hol_evm.model.scaffold07783.13
OG0003538	Dcor_evm.model.hic_scaffold_12_pilon.3, Dcor_evm.model.hic_scaffold_6_pilon.518	Hol_evm.model.scaffold15898.3
OG0003539	Dcor_evm.model.hic_scaffold_1_pilon.400	Hol_evm.model.scaffold03177.3
OG0003540	Dcor_evm.model.hic_scaffold_10_pilon.89	Hol_evm.model.scaffold01907.4
OG0003542	Dcor_evm.model.hic_scaffold_3_pilon.726	Hol_evm.model.scaffold11587.1
OG0003544	Dcor_evm.model.hic_scaffold_8_pilon.896	Hol_evm.model.scaffold03834.22
OG0003545	Dcor_evm.model.hic_scaffold_5_pilon.589	Hol_evm.model.scaffold09283.3, Hol_evm.model.scaffold00364.1
OG0003546	Dcor_evm.model.hic_scaffold_9_pilon.1842	Hol_evm.model.scaffold11163.4
OG0003548	Dcor_evm.model.hic_scaffold_9_pilon.1881	Hol_evm.model.scaffold00601.1
OG0003549	Dcor_evm.model.hic_scaffold_3_pilon.1080, Dcor_evm.model.hic_scaffold_3_pilon.1103	Hol_evm.model.scaffold04759.2
OG0003550	Dcor_evm.model.hic_scaffold_2_pilon.237	Hol_evm.model.scaffold13998.5
OG0003551	Dcor_evm.model.hic_scaffold_3_pilon.1218, Dcor_evm.model.hic_scaffold_3_pilon.1217	Hol_evm.model.scaffold00056.1
OG0003552	Dcor_evm.model.hic_scaffold_1_pilon.975	Hol_evm.model.scaffold02227.23
OG0003553	Dcor_evm.model.hic_scaffold_7_pilon.843	Hol_evm.model.scaffold12751.6
OG0003554	Dcor_evm.model.hic_scaffold_7_pilon.1186	Hol_evm.model.scaffold13165.4
OG0003555	Dcor_evm.model.hic_scaffold_6_pilon.890	Hol_evm.model.scaffold18554.5
OG0003556	Dcor_evm.model.hic_scaffold_1_pilon.653	Hol_evm.model.scaffold05992.32
OG0003557	Dcor_evm.model.hic_scaffold_12_pilon.11, Dcor_evm.model.hic_scaffold_3_pilon.1365	Hol_evm.model.scaffold01521.9
OG0003558	Dcor_evm.model.hic_scaffold_9_pilon.1489	Hol_evm.model.scaffold09820.5
OG0003559	Dcor_evm.model.hic_scaffold_8_pilon.251	Hol_evm.model.scaffold03834.11
OG0003560	Dcor_evm.model.hic_scaffold_5_pilon.379	Hol_evm.model.scaffold12411.2
OG0003561	Dcor_evm.model.hic_scaffold_5_pilon.1116	Hol_evm.model.scaffold16741.1
OG0003562	Dcor_evm.model.hic_scaffold_10_pilon.1284	Hol_evm.model.scaffold09240.4
OG0003563	Dcor_evm.model.hic_scaffold_8_pilon.753	Hol_evm.model.scaffold11074.1
OG0003565	Dcor_evm.model.hic_scaffold_7_pilon.147	Hol_evm.model.scaffold01209.2
OG0003566	Dcor_evm.model.hic_scaffold_7_pilon.152	Hol_evm.model.scaffold18503.2
OG0003567	Dcor_evm.model.hic_scaffold_7_pilon.200	Hol_evm.model.scaffold08205.4
OG0003569	Dcor_evm.model.hic_scaffold_9_pilon.881	Hol_evm.model.scaffold03015.1
OG0003571	Dcor_evm.model.hic_scaffold_15_pilon.104, Dcor_evm.model.hic_scaffold_7_pilon.645	Hol_evm.model.scaffold05851.2
OG0003572	Dcor_evm.model.hic_scaffold_2_pilon.559	Hol_evm.model.scaffold12251.1, Hol_evm.model.scaffold13992.1
OG0003573	Dcor_evm.model.hic_scaffold_2_pilon.204	Hol_evm.model.scaffold09283.2
OG0003574	Dcor_evm.model.hic_scaffold_2_pilon.202	Hol_evm.model.scaffold14274.6
OG0003575	Dcor_evm.model.hic_scaffold_8_pilon.908	Hol_evm.model.scaffold14003.9
OG0003576	Dcor_evm.model.hic_scaffold_6_pilon.1319	Hol_evm.model.scaffold16387.2
OG0003577	Dcor_evm.model.hic_scaffold_15_pilon.11, Dcor_evm.model.hic_scaffold_15_pilon.12, Dcor_evm.model.hic_scaffold_7_pilon.1483	Hol_evm.model.scaffold06293.1
OG0003578	Dcor_evm.model.hic_scaffold_5_pilon.690	Hol_evm.model.scaffold00352.1
OG0003580	Dcor_evm.model.hic_scaffold_2_pilon.588	Hol_evm.model.scaffold15307.3, Hol_evm.model.scaffold00652.1
OG0003581	Dcor_evm.model.hic_scaffold_3_pilon.1186	Hol_evm.model.scaffold12751.15
OG0003582	Dcor_evm.model.hic_scaffold_8_pilon.362	Hol_evm.model.scaffold12153.12
OG0003583	Dcor_evm.model.hic_scaffold_8_pilon.124	Hol_evm.model.scaffold11024.11
OG0003585	Dcor_evm.model.hic_scaffold_5_pilon.859	Hol_evm.model.scaffold11893.4
OG0003586	Dcor_evm.model.hic_scaffold_9_pilon.1363	Hol_evm.model.scaffold02384.2
OG0003587	Dcor_evm.model.hic_scaffold_9_pilon.471	Hol_evm.model.scaffold08802.1
OG0003589	Dcor_evm.model.hic_scaffold_6_pilon.313	Hol_evm.model.scaffold06758.11
OG0003590	Dcor_evm.model.hic_scaffold_1_pilon.723	Hol_evm.model.scaffold07018.1
OG0003592	Dcor_evm.model.hic_scaffold_5_pilon.390, Dcor_evm.model.hic_scaffold_8_pilon.105, Dcor_evm.model.hic_scaffold_5_pilon.389	Hol_evm.model.scaffold11839.1
OG0003593	Dcor_evm.model.hic_scaffold_8_pilon.546, Dcor_evm.model.hic_scaffold_8_pilon.545, Dcor_evm.model.hic_scaffold_8_pilon.544	Hol_evm.model.scaffold00034.23
OG0003594	Dcor_evm.model.hic_scaffold_8_pilon.542	Hol_evm.model.scaffold00034.26
OG0003595	Dcor_evm.model.hic_scaffold_8_pilon.491	Hol_evm.model.scaffold14541.5
OG0003596	Dcor_evm.model.hic_scaffold_3_pilon.182	Hol_evm.model.scaffold01306.3
OG0003597	Dcor_evm.model.hic_scaffold_9_pilon.1087	Hol_evm.model.scaffold06240.18
OG0003598	Dcor_evm.model.hic_scaffold_4_pilon.66, Dcor_evm.model.hic_scaffold_4_pilon.248	Hol_evm.model.scaffold11739.8
OG0003599	Dcor_evm.model.hic_scaffold_1_pilon.607	Hol_evm.model.scaffold08984.14
OG0003600	Dcor_evm.model.hic_scaffold_1_pilon.345	Hol_evm.model.scaffold17945.10
OG0003601	Dcor_evm.model.hic_scaffold_9_pilon.74	Hol_evm.model.scaffold07423.1
OG0003603	Dcor_evm.model.hic_scaffold_6_pilon.293	Hol_evm.model.scaffold11278.2
OG0003604	Dcor_evm.model.hic_scaffold_3_pilon.676	Hol_evm.model.scaffold02875.3
OG0003605	Dcor_evm.model.hic_scaffold_5_pilon.1177	Hol_evm.model.scaffold00796.21
OG0003606	Dcor_evm.model.hic_scaffold_7_pilon.1456	Hol_evm.model.scaffold17976.3
OG0003607	Dcor_evm.model.hic_scaffold_6_pilon.1203	Hol_evm.model.scaffold05473.10
